comedian,sentence
Donald_Glover_2,"I can’t poop whenever I want. Somebody can run down… down the stage right now and be like, ‘Shit yourself! Poop yourself right now!’ I’d be like, ‘Blow my head off.’"
Hasan_Minhaj,This is a real show about a white kid that gets slapped at a birthday party.
Hasan_Minhaj,Are you fucking kidding? Thirteen episodes for this kid? Are you kidding me? Do you know when br0wn kids get slapped?
Hasan_Minhaj,It’s why we become cardiologists and win spelling bees.
Hasan_Minhaj,"That kid won $30,000 cash. Nothing."
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley."
Hasan_Minhaj_2,"I know, getting into Stanford."
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom."
Hasan_Minhaj_2,"Hanson, this is not funny."
Iliza_Shlesinger,"Maybe you have some drinks, maybe you dance, maybe you exchange numbers, maybe you start to date.""\n- ""The very beginning of a new relationship is the most exciting part of the relationship."
Iliza_Shlesinger,"It’s brand new. You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family."
Iliza_Shlesinger,"The most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment."
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime."""
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day."
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom."
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter’s always like, “Aw. Look at you try.”"
Jim_Gaffigan,"I like to sleep. It doesn’t mean I wanna build a bed.I like to sleep. It doesn’t mean I wanna build a bed. The truth is, I don’t like to do anything. "
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material."
Jim_Gaffigan_2,The dog didn’t know it was his birthday. Didn’t suspect a thing.
Jim_Gaffigan_2,"Someone made that up and we just went along with it."""
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay."
Joe_List,"So I went to the ear, nose, throat doctor, which is a cool doctor."
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office."
Joe_List,"I have tinnitus, or tin-uh-dus."
Joe_List,"I don\'t know how you say it. I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying ""tin-uh-dus."
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there."
Joe_List_2,"I wanted him to die, I swear to God."
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry."
Joe_List_2,You’re gonna die
John_Mulaney,"It’s good to give to charities, you know."
John_Mulaney,My wife and I just gave a bunch of stuff to Goodwill.
John_Mulaney,"We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it."
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt."
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months."
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger."
John_Mulaney_2,"JJ Bittenbinder was a child homicide expert and… -[audience is silent] -Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable?"
John_Mulaney_2,He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti.
John_Mulaney_2,He could look at a child and guess the price of their coffin.
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping"
Jimmy_Yang,I think tall women are beautiful. But some of them like to wear heels. That’s just disrespect.
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits
Jimmy_Yang_2,"It’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him."
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV."
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house."
Jimmy_Yang_2,"Whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that comes after."
Louis_CK,He was?
Louis_CK,I don't think so.
Louis_CK,"That\'s okay, it already happened."
Louis_CK,"You fucking think about it, you idiot."
Louis_CK,"What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic? Okay, Jesus was Catholic and he had a gold chain with a cross"
Louis_CK,That finally makes sense. I didn’t even know.
Louis_CK,"Oh, fuck, that\'s me! I’m the little guy on it!"
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic."
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!”"
Louis_CK_2,They’re so stupid! Incredibly stupid animals
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?"
Nate_Bargatze,"I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird."
Nate_Bargatze,"I love having a kid. We… I love when kids cry, it’s just innocent."
Nate_Bargatze,"She’s on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time."
Nate_Bargatze,It’s not on YouTube. Me and her mom are the only subscribers. She just watches kids playing with toys.
Nate_Bargatze_2,We’re doing homework too. Our daughter started bringing it home.
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?"
Nate_Bargatze_2,It’s a whole new math. And the goal of Common Core is to use one sheet of paper for every problem.
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing.
Nate_Bargatze_2,It’s a long way to get at the same answer.
Nate_Bargatze_TK,"It goes clown, then magic."
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.
Nate_Bargatze_TK,I didn\'t even know they hung out like that.
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?
Nate_Bargatze_TK_2,"I’m wearing a button-down shirt, khaki pants. Nothing crazy."
Nate_Bargatze_TK_2,I look like I work there.
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go get it, he was like, ‘Let’s do it without it."
Nate_Bargatze_TK_2,"Right? Like, that’s… And he doesn’t have a body that’s like, ‘That’s cool, man.’"
Russell_Peters,"That's really fucking racist, but since you asked, I have acid reflux."
Russell_Peters,There's no way you can be Indian and not have fucking acid reflux.
Russell_Peters,"I'm looking at all of you, especially all the pudgy guys. You know exactly who has it."
Russell_Peters,"You got it, don't you, yellow guy?"
Russell_Peters_2,Identical twins are the only people that should be twins.
Russell_Peters_2,I started getting scared when I thought my girlfriend was going to have twins.
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate."
Russell_Peters_2,"These are my boys, it’s Pete and Repeat."
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone."
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean"
Sam_Morril,"I got roofied at a party in college by accident, but you know, it still counts."
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here."
Sam_Morril_2,"I did nothing all day, man. I did nothing. I watched the news. I saw an anti-smoking ad. It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials."
Sam_Morril_2,"Isn’t that weird? They don’t give ’em a rebuttal. And I’m not like a big cigarette guy, but I like one when I’m drunk sometimes. It’s nice."
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself. I’ve learned how to harness that energy and use it for good.
Trevor_Noah,"""I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’ There’s just something about that Russian accent. Ladies, every single one of you needs to learn the Russian accent."
Trevor_Noah_2,He could not be a normal man with a voice like that. You can’t do normal things with that voice. You are destined for greatness.
Trevor_Noah_2,"You can’t be running in the streets: “And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly. What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs] It just doesn’t work"
Tom_Segura,A solo trailer. The most terrifying housing situation that exists.
Tom_Segura,We could go do that.
Tom_Segura,I\'m not gonna let you get away with this.
Tom_Segura,You don\'t fuckin\' have it? Isn\'t that your sole responsibility?
Tom_Segura,Let\'s go get it
Tom_Segura,"There\'s a .357 and a shotgun on my bed. Anybody comes in here, blast ’em."
Tom_Segura,"Can we get a description before we agree to terms? How about a height and weight on old mom?"""
Tom_Segura_2,"I did it... I did it at the hotel earlier. I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?"""
Tom_Segura_2,"I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge."
