comedian,sentence,p
Anthony_Jeselnik,Sold my passport on the street for 300 bucks to get to go to my prom.,0.8
Anthony_Jeselnik,My mom would act weird when I brought a black friend over.,0.8
Anthony_Jeselnik,"I never get to see my family anymore, really.",0.8
Anthony_Jeselnik,Sold my passport on the street for 300 bucks to get to go to my prom.,0.9
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11.,0.9
Anthony_Jeselnik,That’s ignorance and I hate that.,0.9
Anthony_Jeselnik,My mom would act weird when I brought a black friend over.,0.9
Anthony_Jeselnik,"I never get to see my family anymore, really. Most of them are in jail, to be honest.",0.9
Anthony_Jeselnik,"And we never talk, write letters or any of that shit.",0.9
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday.",1
Anthony_Jeselnik,"When I was a kid, we were poor. So poor I remember, just so I could go to my senior prom, just so I could go to my senior prom, I had to sell my U.S. passport on the street.",1
Anthony_Jeselnik,"Of course this was before 9/11 so… my bad, everybody.",1
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.1
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.1
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.1
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.2
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.2
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.2
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.3
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.3
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.3
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.4
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.4
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.4
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.5
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.5
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.5
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.6
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.6
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.6
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.7
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.7
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.7
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.8
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.8
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.8
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,0.9
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",0.9
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,0.9
Anthony_Jeselnik_2,"Anthony, just go up there and tell a story. Find one moment about you and your grandma you can share with everybody. And don’t tell a joke. Try not to.",1
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",1
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,1
Ali_Wong,It was like the worst experience of my life. It was so emotional.,0.1
Ali_Wong,Those of you under 25 probably don't know what that calculator is. It was this calculator that bamboozled my generation.,0.1
Ali_Wong,"And my mom got so emotional about the manual and she was like, 'You never know when you might need this.'",0.1
Ali_Wong,"But according to Deepak-Oprah, that's not the way for me to achieve my optimum level of success.",0.1
Ali_Wong,It was like the worst experience of my life. It was so emotional.,0.2
Ali_Wong,Those of you under 25 probably don't know what that calculator is. It was this calculator that bamboozled my generation.,0.2
Ali_Wong,"And my mom got so emotional about the manual and she was like, 'You never know when you might need this.'",0.2
Ali_Wong,"But according to Deepak-Oprah, that's not the way for me to achieve my optimum level of success.",0.2
Ali_Wong,It was like the worst experience of my life. It was so emotional.,0.3
Ali_Wong,Those of you under 25 probably don't know what that calculator is. It was this calculator that bamboozled my generation.,0.3
Ali_Wong,"And my mom got so emotional about the manual and she was like, 'You never know when you might need this.'",0.3
Ali_Wong,"But according to Deepak-Oprah, that's not the way for me to achieve my optimum level of success.",0.3
Ali_Wong,It was like the worst experience of my life. It was so emotional.,0.4
Ali_Wong,Those of you under 25 probably don't know what that calculator is. It was this calculator that bamboozled my generation.,0.4
Ali_Wong,"And my mom got so emotional about the manual and she was like, 'You never know when you might need this.'",0.4
Ali_Wong,It was like the worst experience of my life. It was so emotional.,0.5
Ali_Wong,Those of you under 25 probably don't know what that calculator is. It was this calculator that bamboozled my generation.,0.5
Ali_Wong,It was like the Tesla of my time.,0.5
Ali_Wong,Don't ever do that with your mom. It was like the worst experience of my life.,0.6
Ali_Wong,It was this calculator that bamboozled my generation.,0.6
Ali_Wong,"According to Deepak-Oprah, that's not the way for me to achieve my optimum level of success.",0.6
Ali_Wong,"The last time I was at home in San Francisco, I was trying to help her get rid of shit.",0.6
Ali_Wong,Don't ever do that with your mom. It was like the worst experience of my life.,0.7
Ali_Wong,It was this calculator that bamboozled my generation.,0.7
Ali_Wong,"It was like the Tesla of my time. And my mom got so emotional about the manual and she was like, 'You never know when you might need this.'",0.7
Ali_Wong,It was like the worst experience of my life.,0.8
Ali_Wong,She don’t even know where the calculator is.,0.8
Ali_Wong,Those of you under 25 probably don’t know what that calculator is.,0.8
Ali_Wong,It was the calculator that bamboozled my generation.,0.8
Ali_Wong,"I’m not trying to be a procrastinator anymore. Because according to Deepak-Oprah, that’s not the way for me to achieve my optimum level of success.",0.8
Ali_Wong,It was like the worst experience of my life. It was so emotional.,0.9
Ali_Wong,Those of you under 25 probably don’t know what that calculator is. It was this calculator that bamboozled my generation.,0.9
Ali_Wong,"I was so emotional about the manual and she was like, ‘You never know when you might need this.’",0.9
Ali_Wong,It was like the worst experience of my life. It was so emotional.,1
Ali_Wong,I was all required to buy this thing when I was in eight grade. It cost like $200.,1
Ali_Wong,It was like the Tesla of my time.,1
Ali_Wong,"I'm not trying to be a procrastinator anymore. Because according to Deepak-Oprah, that's not the way for me to achieve my optimum level of success.",1
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",0.1
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.1
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.1
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",0.2
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.2
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.2
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",0.3
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.3
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.3
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",0.4
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.4
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.4
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.5
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.5
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",0.6
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.6
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",0.7
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.7
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.7
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis.",0.8
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.8
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.8
Ali_Wong_2,"All of her white friends, dead.",0.9
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",0.9
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,0.9
Ali_Wong_2,"I’m just gonna recycle… go bald… go to the park, do this shit.",1
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.,1
Ali_Wong_2,I’m not trying to be one of those old Chinese ladies who recycles for a living.,1
Ali_Wong_2,"I’m a global citizen, man. I’m a traveler, backpacker, and dinosaur enthusiast.",1
Chelsea_Peretti,To the future!,0.1
Chelsea_Peretti,"Uh-oh, it's us again.",0.1
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.1
Chelsea_Peretti,To the future!,0.2
Chelsea_Peretti,"Uh-oh, it's us again.",0.2
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.2
Chelsea_Peretti,To the future!,0.3
Chelsea_Peretti,"Uh-oh, it's us again.",0.3
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.3
Chelsea_Peretti,To the future!,0.4
Chelsea_Peretti,"Uh-oh, it's us again.",0.4
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.4
Chelsea_Peretti,To the future!,0.5
Chelsea_Peretti,"Uh-oh, it's us again.",0.5
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.5
Chelsea_Peretti,To the future!,0.6
Chelsea_Peretti,"Uh-oh, it's us again.",0.6
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.6
Chelsea_Peretti,To the future!,0.7
Chelsea_Peretti,"Uh-oh, it's us again.",0.7
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.7
Chelsea_Peretti,"He's my hubby, and I love him.",0.7
Chelsea_Peretti,To the future!,0.8
Chelsea_Peretti,"Uh-oh, it's us again.",0.8
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.8
Chelsea_Peretti,To the future!,0.9
Chelsea_Peretti,"Uh-oh, it's us again.",0.9
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",0.9
Chelsea_Peretti,To the future!,1
Chelsea_Peretti,"Uh-oh, it's us again.",1
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",1
Chelsea_Peretti_2,People say I look just like you.,0.1
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",0.1
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.1
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.1
Chelsea_Peretti_2,People say I look just like you.,0.2
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",0.2
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.2
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.2
Chelsea_Peretti_2,People say I look just like you.,0.3
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",0.3
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.3
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.3
Chelsea_Peretti_2,People say I look just like you.,0.4
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",0.4
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.4
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.4
Chelsea_Peretti_2,People say I look just like you.,0.5
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",0.5
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.5
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.5
Chelsea_Peretti_2,People say I look just like you.,0.6
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",0.6
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.",0.6
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.6
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.6
Chelsea_Peretti_2,People say I look just like you.,0.7
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.",0.7
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.7
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.7
Chelsea_Peretti_2,People say I look just like you.,0.8
Chelsea_Peretti_2,"Hi, everyone, same old me.",0.8
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.",0.8
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.8
Chelsea_Peretti_2,People say I look just like you.,0.9
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",0.9
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.",0.9
Chelsea_Peretti_2,"Whoa, whoa, whoa!",0.9
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",0.9
Chelsea_Peretti_2,People say I look just like you.,1
Chelsea_Peretti_2,"Hi, everyone, same old me.",1
Chelsea_Peretti_2,Bone-fucking-dry… just like I always dreamed of.,1
Chelsea_Peretti_2,"Whoa, whoa, whoa!",1
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",1
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.1
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,0.1
Donald_Glover,"It was crazy. I would take him to the park, right? Washington Square Park, and all the babysitters in New York for some reason are Trinidadian. They’re all Trinidadian babysitters.",0.1
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.2
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,0.2
Donald_Glover,"It was crazy. I would take him to the park, right? Washington Square Park, and all the babysitters in New York for some reason are Trinidadian. They’re all Trinidadian babysitters.",0.2
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.3
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,0.3
Donald_Glover,"It was crazy. I would take him to the park, right? Washington Square Park, and all the babysitters in New York for some reason are Trinidadian. They’re all Trinidadian babysitters.",0.3
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.4
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,0.4
Donald_Glover,"It was crazy. I would take him to the park, right? Washington Square Park, and all the babysitters in New York for some reason are Trinidadian. They’re all Trinidadian babysitters.",0.4
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.5
Donald_Glover,"He was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey! You leave that little girl alone.” And he",0.5
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.6
Donald_Glover,The sweetest thing he was allowed was mints.,0.6
Donald_Glover,"""It was crazy. I would take him to the park, right? Washington Square Park, and all the babysitters in New York for some reason are Trinidadian. They’re all Trinidadian babysitters.",0.6
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.7
Donald_Glover,"He was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey! You leave that little girl alone.” And he goes,",0.7
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",0.8
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,0.8
Donald_Glover,"It was crazy. I would take him to the park, right? Washington Square Park, and all the babysitters in New York for some reason are Trinidadian. They’re all Trinidadian babysitters.",0.8
Donald_Glover,"I was like, what the fuck is wrong with this kid?",0.9
Donald_Glover,The sweetest thing he was allowed was mints.,0.9
Donald_Glover,"It was crazy. I would take him to the park, right? Washington Square Park, and all the babysitters in New York for some reason are Trinidadian. They’re all Trinidadian babysitters.",0.9
Donald_Glover,"I was the only boy there, you know, I was hanging out.",0.9
Donald_Glover,"I was like, what the fuck is wrong with this kid? What’s going on with this kid?",1
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,1
Donald_Glover,"Like, he’d be like, “Hello!” And then like, just, they would just bleed.",1
Donald_Glover,"I was the only boy there, you know, I was hanging out.",1
Donald_Glover,"You know, they were cool. You know, we’d trade jerk- chicken recipes and stuff.",1
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.1
Donald_Glover_2,"I can poop whenever I want. Like, you can just poop whenever you want? Like, you got more superpowers than Shaft if you can poop whenever you want.",0.1
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.2
Donald_Glover_2,"""I can poop whenever I want. Like, you can just poop whenever you want? Like, you got more superpowers than Shaft if you can poop whenever you want.",0.2
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.3
Donald_Glover_2,"""I can poop whenever I want. Like, you can just poop whenever you want? Like, you got more superpowers than Shaft if you can poop whenever you want.",0.3
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.4
Donald_Glover_2,"I can shit on command? Like, you can just poop whenever you want to? Just be like, ""Blow my head off."" I'd be like, ""Blow my head off."" I can't do it, I can't do it, I'm not… Me and my butt are, like, always on the third date, I feel like. I feel",0.4
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.5
Donald_Glover_2,"You can shit on command? Like, you can just poop whenever you want to? Just be like… Hyah! He’s like, ""Oh God, no!"" Like… You can poop whenever you want? Like, you got… You’re a national treasure. Like, you can… You got more superpowers than Shaft if you can poop whenever you want.",0.5
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.6
Donald_Glover_2,"You can shit on command? Like, you can just poop whenever you want to? Just be like… Hyah! He’s like, ""Oh God, no!"" Like… You can poop whenever you want? Like, you got… You’re a national treasure. Like, you can… You got more superpowers than Shaft if you can poop whenever you want.",0.6
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.7
Donald_Glover_2,"Oh God, no!",0.7
Donald_Glover_2,"I can't do it, I can't do it, I'm not… Me and my butt are, like, always on the third date, I feel like. I feel like, me, I'm always like, come on, let's... hurry up, let's do this.",0.7
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.",0.8
Donald_Glover_2,"I can't poop whenever I want. Somebody can run down… down the stage right now and be like, 'Shit yourself! Poop yourself right now!",0.8
Donald_Glover_2,I'm not in love yet. That was me in a domestic dispute with my… with my butt.,0.8
Donald_Glover_2,"Oh, this is awful, this is so messed up. I can’t believe this happened so close to us.",0.9
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” ""Yes, I will. I have no problem.",0.9
Donald_Glover_2,"I can poop whenever I want to. Like, you can just poop whenever you want? Like, you got more superpowers than Shaft if you can poop whenever you want.",0.9
Donald_Glover_2,"Oh, this is awful, this is so messed up. I can’t believe this happened so close to us.",1
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” ""Yes, I will. I have no problem.",1
Donald_Glover_2,"Oh God, no!",1
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.1
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.1
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.1
Hasan_Minhaj,That's where he comes from. That is an Indian sociopath.,0.1
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.2
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.2
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.2
Hasan_Minhaj,That's where he comes from. That is an Indian sociopath.,0.2
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.3
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.3
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.3
Hasan_Minhaj,That's where he comes from. That is an Indian sociopath.,0.3
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.4
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.4
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.4
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.5
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.5
Hasan_Minhaj,Look at that face. Nothing. Nothing!,0.5
Hasan_Minhaj,"People say, 'Where does that come from?' Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.5
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.6
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.6
Hasan_Minhaj,"Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.6
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.7
Hasan_Minhaj,Ice water in the veins.,0.7
Hasan_Minhaj,"That kid won $30,000 cash. Nothing.",0.7
Hasan_Minhaj,"People say, ‘Where does that come from?’ Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, ‘I’m fucked. I’m fucked. The bar is way too high. I should kill myself.’",0.7
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.8
Hasan_Minhaj,Ice water in the veins.,0.8
Hasan_Minhaj,"That kid won $30,000 cash. Nothing.",0.8
Hasan_Minhaj,"People say, ‘Where does that come from?’ Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, ‘I’m fucked. I’m fucked. The bar is way too high. I should kill myself.’",0.8
Hasan_Minhaj,That's where he comes from. That is an Indian sociopath.,0.8
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid? Are you kidding me?""",0.9
Hasan_Minhaj,Slapping is important. It elevates your game.,0.9
Hasan_Minhaj,Of course he can spell “knaidel”. Knaidel.Look at that face. Nothing. Nothing!,0.9
Hasan_Minhaj,"Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, ‘I’m fucked. I’m fucked. The bar is way too high. I should kill myself’.",0.9
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",1
