comedian,sentence
Hasan_Minhaj_2,"- ""Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley."""
Hasan_Minhaj_2,"- ""I know, getting into Stanford."""
Hasan_Minhaj_2,"- ""No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom."""
Hasan_Minhaj_2,"- ""All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah"
Iliza_Shlesinger,"- ""It's so homey. I'd like to stay forever."""
Iliza_Shlesinger,"- ""Welcome to Fuckdome, Scott."""
Iliza_Shlesinger,"- ""It's so hard."""
Iliza_Shlesinger_2,"- ""You don't want to wear your civilian clothes, okay."""
Iliza_Shlesinger_2,"- ""I don't mean no, but… no means no."""
Iliza_Shlesinger_2,"- ""It's frustrating. You know, girls, it'd be like if you have the worst day, you came home to your boyfriend, like… 'I had the worst day. I got fired, and… I cried in front of everyone and… I ate that French fry from my car. It was just such"
Jim_Gaffigan,"""I ate abusively for 40 years."""
Jim_Gaffigan,"""That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'"""
Jim_Gaffigan,"""When I go out to eat, if I order a salad, the waiter's always like, 'Aw. Look at you try.'"""
Jim_Gaffigan,"""I've always talked about my weight in my stand"
Jim_Gaffigan_2,"""It was a surprise birthday party for a dog."""
Jim_Gaffigan_2,"""Dog didn't know it was his birthday."""
Jim_Gaffigan_2,"""Someone made that up and we just went along with it."""
Jim_Gaffigan_2,"""There's not a dog sitting in a bar right now going, “I'm not three, I'm 21! I can legally drink!”"""
Jim_Gaffigan_2,"""It was a surprise birthday party for"
Joe_List,"""Ear, nose, throat. ""Who do ya need?"""
Joe_List,"""I'm Bill, this is Susan, and Ted. ""Ear, nose, throat. ""Who do ya need?"""
Joe_List,"""I have an ear issue called, , tinnitus, or tin-uh-dus. That's when you're ears ring. You got it?"""
Joe_List,"""Oh, I guess it's pronounced tin-uh-dus."""
Joe_List,"""This gentleman is a doctor, he seems"
Joe_List_2,“You’re gonna die!”
Joe_List_2,“I’m hungry.”
Joe_List_2,and
John_Mulaney,"""My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months."""
John_Mulaney,"""And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And"
John_Mulaney_2,- The hottest ticket in town.
John_Mulaney_2,- The Bruno Mars of assemblies.
John_Mulaney_2,- Detective JJ Bittenbinder wore three-piece suits.
John_Mulaney_2,- He also wore a pocket watch.
John_Mulaney_2,"- Two years in a row, he wore a cowboy hat."
John_Mulaney_2,- He also had a huge handlebar mustache.
John_Mulaney_2,- He was a man most acquainted with misery.
John_Mulaney_2,"- ""The hottest ticket in town."""
Jimmy_Yang,"""Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping."""
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful. No, no. I think tall women are beautiful. But some of them like to wear heels. That’s just disrespect."""
Jimmy_Yang,"""Last time– the last time I took a tall girl to this concert– I don’t"
Jimmy_Yang_2,"""Old Asian people, they don't watch TV. They judge the TV."""
Jimmy_Yang_2,"""He's just sitting there, arms folded, judging the TV like–He's made some random noises around the house."""
Jimmy_Yang_2,"""It's just like, achoo! Oh! Ay, shit.Oh! I'm like, what the fuck, Dad, just have an orgasm? What was that?"""
Jimmy_Yang_2,These sentences are the least funny in the stand-up comedy transcript.
Louis_CK,"- ""He was?"""
Louis_CK,"- ""I don't think so."""
Louis_CK,"- ""That's okay, it already happened."""
Louis_CK,"- ""You fucking think about it, you idiot."""
Louis_CK,"- ""What d– What was he then?"""
Louis_CK,"- ""That finally makes sense."""
Louis_CK,"- ""I'm the little guy on it!"""
Louis_CK,"- ""You fucking think"
Louis_CK_2,"""Dogs are so dumb, it’s fucking tragic."""
Louis_CK_2,"""They're in our lives and they know nothing about what's happening."""
Louis_CK_2,"""They're so stupid! Incredibly stupid animals."""
Louis_CK_2,"""I don't even know my own life, I can't even handle my own life mentally."""
Louis_CK_2,"""There it is, right there. It's right there."""
Louis_CK_2,The quotes that are the least funny are:
Louis_CK_2,"(A) ""Dogs are so"
Nate_Bargatze,"- ""Did you name her after Harper Lee, the author of To Kill a Mockingbird?"""
Nate_Bargatze,"- ""I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird."""
Nate_Bargatze,"- ""She’s on her iPad a lot."""
Nate_Bargatze,"- ""It’s not on YouTube. Me and her mom are the only subscribers."""
Nate_Bargatze,"- ""She just watches kids playing with toys. Like,"
Nate_Bargatze_2,"- ""Homework's fun."""
Nate_Bargatze_2,"- ""First and second grade was awesome."""
Nate_Bargatze_2,"- ""Third grade, you're like, ""Okay."""
Nate_Bargatze_2,"- ""It's, uh… ""Okay, learning it earlier than we used to, huh?"""
Nate_Bargatze_2,"- ""It's a new math they invented, no heads up."""
Nate_Bargatze_2,"- ""You just want to keep breaking the problem down."""
Nate_Bargatze_2,"- ""Old math still… I don't get incorrect change everywhere, just"
Nate_Bargatze_TK,"""It goes clown, then magic."""
Nate_Bargatze_TK,"""The Easter Bunny was in the passenger seat."""
Nate_Bargatze_TK,"""He had his seat belt on, and he’s just like… and I was like… I like to think about all the other people that saw that."""
Nate_Bargatze_TK,"So, the sentences that are the least funny in this stand-up comedy transcript are:"
Nate_Bargatze_TK,These sentences are not funny because
Nate_Bargatze_TK_2,"“I’m not a farmer, but I’m a goddamn farmer.” - Tuesday"
Nate_Bargatze_TK_2,"- ""He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt."""
Nate_Bargatze_TK_2,"- ""He doesn't have a body that's like, 'That's cool, man.'"""
Russell_Peters,"""I'm a 48-year-old Indian man. I'm like, that's really fucking racist, but since you asked, I have acid reflux."""
Russell_Peters,"""There's no way you can be Indian and not have fucking acid reflux."""
Russell_Peters,"""You got it, don't you, yellow guy? You do, do you."""
Russell_Peters,"1. ""I'm"
Russell_Peters_2,"""I started getting scared when I thought my girlfriend was going to have twins."""
Russell_Peters_2,"""These are my boys, it’s Pete and Repeat."""
Russell_Peters_2,"""That’s your way of going, look. Look at how good my balls are. Look, look. Or because you’re Punjabi, look at how good my junk they are."""
Russell_Peters_2,"""My balls are so strong, they made one kid and then it made the exact same kid right away."""
Russell_Peters_2,The sentences that are the
Sam_Morril,"- ""I'll drink it."""
Sam_Morril,"- ""That's not how I want to think about it, you know?"""
Sam_Morril,"- ""I have a negative-one rapes, so, you know."""
Sam_Morril,"- ""It's hard not to drink man."""
Sam_Morril,"- ""I work in a place where there's a bar every night."""
Sam_Morril,"- ""I've been trying to be good."""
Sam_Morril,"- ""That's a very helpful example."""
Sam_Morril,"- ""That"
Sam_Morril_2,"- ""I watched the news."""
Sam_Morril_2,"- ""I saw an anti-smoking ad."""
Sam_Morril_2,"- ""I'm not like a big cigarette guy, but I like one when I'm drunk sometimes."""
Sam_Morril_2,"- ""Wouldn't kill you to carry a pack."""
Sam_Morril_2,"- ""I'm two to three abortions away from Diamond Medallion status."""
Sam_Morril_2,"- ""I think you should get extra SkyMiles points with an abortion."""
Sam_Morril_2,"- ""That one looks unfinished."""
Sam_Morril_2,These sentences
Trevor_Noah,"- ""You know how I know this? You know how I’ve learned?"""
Trevor_Noah,"- ""I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’"""
Trevor_Noah,"- ""I know you want me, you know I want you."""
Trevor_Noah,"- ""I don’t want dance with you. Please!"""
Trevor_Noah_2,1. Nelson Mandela was destined for greatness because of that voice.
Trevor_Noah_2,2. You can't be a normal man with a voice like that.
Trevor_Noah_2,3. You can't be silly.
Trevor_Noah_2,4. It just doesn't work.
Trevor_Noah_2,"5. Everything he did, he’d just be like, “Ah, knock, knock.”"
Trevor_Noah_2,1. You can't be a normal man
Tom_Segura,- Not a trailer park. A solo trailer.
Tom_Segura,- “You trying to get a sack?”
Tom_Segura,- “We could go do that.”
Tom_Segura,- “All right. Cool.”
Tom_Segura,- “Let’s go get it.”
Tom_Segura,- “I’ll go get it. You stay here and watch my place.”
Tom_Segura,"- “There’s a .357 and a shotgun on my bed. Anybody comes in here, blast ’em.”"
Tom_Segura,- “That’s what
Tom_Segura_2,"- ""I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?"""
Tom_Segura_2,"- ""I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king"
