comedian,model,truth,score
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday.","Sold my passport on the street for 300 bucks to get to go to my prom. Of course this was before 9/11 so... my bad, everybody.",0.0
Anthony_Jeselnik,My mom actually should've been on one of the planes that crashed on 9/11.,"Sold my passport on the street for 300 bucks to get to go to my prom. Of course this was before 9/11 so... my bad, everybody.",0.0
Anthony_Jeselnik,"When I was a kid, like nine years old, I'd come home after school. Once in a while, I'd bring a friend over to play with me at my house. Once in a while, I'd bring a black friend over. And when I did that,And when I did that, my mom would act weird. She'd pull me aside and say, 'Anthony, who's your new friend?'","Sold my passport on the street for 300 bucks to get to go to my prom. Of course this was before 9/11 so... my bad, everybody.",0.0
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday.","Weird joke to clap for, but sure.",0.0
Anthony_Jeselnik,My mom actually should've been on one of the planes that crashed on 9/11.,"Weird joke to clap for, but sure.",0.0
Anthony_Jeselnik,"When I was a kid, like nine years old, I'd come home after school. Once in a while, I'd bring a friend over to play with me at my house. Once in a while, I'd bring a black friend over. And when I did that,And when I did that, my mom would act weird. She'd pull me aside and say, 'Anthony, who's your new friend?'","Weird joke to clap for, but sure.",0.0
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday.",My mom actually should've been on one of the planes that crashed on 9/11.,0.0
Anthony_Jeselnik,My mom actually should've been on one of the planes that crashed on 9/11.,My mom actually should've been on one of the planes that crashed on 9/11.,1.0
Anthony_Jeselnik,"When I was a kid, like nine years old, I'd come home after school. Once in a while, I'd bring a friend over to play with me at my house. Once in a while, I'd bring a black friend over. And when I did that,And when I did that, my mom would act weird. She'd pull me aside and say, 'Anthony, who's your new friend?'",My mom actually should've been on one of the planes that crashed on 9/11.,0.0
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday.","And when I did that, my mom would act weird. She'd pull me aside and say, ""Anthony, who's your new friend?",0.0
Anthony_Jeselnik,My mom actually should've been on one of the planes that crashed on 9/11.,"And when I did that, my mom would act weird. She'd pull me aside and say, ""Anthony, who's your new friend?",0.0
Anthony_Jeselnik,"When I was a kid, like nine years old, I'd come home after school. Once in a while, I'd bring a friend over to play with me at my house. Once in a while, I'd bring a black friend over. And when I did that,And when I did that, my mom would act weird. She'd pull me aside and say, 'Anthony, who's your new friend?'","And when I did that, my mom would act weird. She'd pull me aside and say, ""Anthony, who's your new friend?",0.0
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday.","And I would say, ""Shut up, Mom, that's racist. Put your money away.",0.0
Anthony_Jeselnik,My mom actually should've been on one of the planes that crashed on 9/11.,"And I would say, ""Shut up, Mom, that's racist. Put your money away.",0.0
Anthony_Jeselnik,"When I was a kid, like nine years old, I'd come home after school. Once in a while, I'd bring a friend over to play with me at my house. Once in a while, I'd bring a black friend over. And when I did that,And when I did that, my mom would act weird. She'd pull me aside and say, 'Anthony, who's your new friend?'","And I would say, ""Shut up, Mom, that's racist. Put your money away.",0.0
Anthony_Jeselnik,"When I was a kid, I used to fantasize about getting older, growing up and having money, and buying my mom nice things for her birthday.","And we never talk, write letters or any of that shit. 'Cause they're all in jail for the exact same thing.",0.0
Anthony_Jeselnik,My mom actually should've been on one of the planes that crashed on 9/11.,"And we never talk, write letters or any of that shit. 'Cause they're all in jail for the exact same thing.",0.0
Anthony_Jeselnik,"When I was a kid, like nine years old, I'd come home after school. Once in a while, I'd bring a friend over to play with me at my house. Once in a while, I'd bring a black friend over. And when I did that,And when I did that, my mom would act weird. She'd pull me aside and say, 'Anthony, who's your new friend?'","And we never talk, write letters or any of that shit. 'Cause they're all in jail for the exact same thing.",0.0
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,"Like... Mark Twain out of my grandma's mouth, it would just come to life."" And then I couldn't help myself.",0.0
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the 'N' word.","Like... Mark Twain out of my grandma's mouth, it would just come to life."" And then I couldn't help myself.",0.0
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,"Like... Mark Twain out of my grandma's mouth, it would just come to life."" And then I couldn't help myself.",0.0
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,"I said, ""And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the 'N' word."" Now I promise you...",0.0
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the 'N' word.","I said, ""And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the 'N' word."" Now I promise you...",0.75
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,"I said, ""And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the 'N' word."" Now I promise you...",0.0
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?,I am a real comedian. I am a pure comedian.,0.0
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the 'N' word.",I am a real comedian. I am a pure comedian.,0.0
Anthony_Jeselnik_2,I'm a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.,I am a real comedian. I am a pure comedian.,0.0
Chelsea_Peretti,To the future!,It was a photoset of 500 photos. I'm not exaggerating.,0.0
Chelsea_Peretti,"Uh-oh, it's us again.",It was a photoset of 500 photos. I'm not exaggerating.,0.0
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",It was a photoset of 500 photos. I'm not exaggerating.,0.0
Chelsea_Peretti,To the future!,"I'm just obsessed with the entire photoset. I'm just like, ""Next, next, next, next, more, more, more, more.""",0.0
Chelsea_Peretti,"Uh-oh, it's us again.","I'm just obsessed with the entire photoset. I'm just like, ""Next, next, next, next, more, more, more, more.""",0.0
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.","I'm just obsessed with the entire photoset. I'm just like, ""Next, next, next, next, more, more, more, more.""",0.0
Chelsea_Peretti,To the future!,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her ""hubby,"" which, to me is on par with the ""N"" word.",0.0
Chelsea_Peretti,"Uh-oh, it's us again.","She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her ""hubby,"" which, to me is on par with the ""N"" word.",0.0
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.","She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her ""hubby,"" which, to me is on par with the ""N"" word.",0.0
Chelsea_Peretti,To the future!,My hubby fixed the door. My hubby is sleeping.,0.0
Chelsea_Peretti,"Uh-oh, it's us again.",My hubby fixed the door. My hubby is sleeping.,0.0
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.",My hubby fixed the door. My hubby is sleeping.,0.0
Chelsea_Peretti,To the future!,"He breathed in, he breathed out. He breathed in, he breathed out.""",0.0
Chelsea_Peretti,"Uh-oh, it's us again.","He breathed in, he breathed out. He breathed in, he breathed out.""",0.0
Chelsea_Peretti,"My hubby made breakfast. My hubby fixed the door. My hubby is sleeping. He breathed in, he breathed out. He breathed in, he breathed out.","He breathed in, he breathed out. He breathed in, he breathed out.""",0.1
Chelsea_Peretti_2,People say I look just like you.,"If you really want to piss off a really hot girl, like a model-hot girl, go onto her social media, find a photo where she looks smoking hot, and you're just a regular girl. Go onto her comments and just be like, ""People say I look just like you.""",0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?","If you really want to piss off a really hot girl, like a model-hot girl, go onto her social media, find a photo where she looks smoking hot, and you're just a regular girl. Go onto her comments and just be like, ""People say I look just like you.""",0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.","If you really want to piss off a really hot girl, like a model-hot girl, go onto her social media, find a photo where she looks smoking hot, and you're just a regular girl. Go onto her comments and just be like, ""People say I look just like you.""",0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!","If you really want to piss off a really hot girl, like a model-hot girl, go onto her social media, find a photo where she looks smoking hot, and you're just a regular girl. Go onto her comments and just be like, ""People say I look just like you.""",0.0
Chelsea_Peretti_2,People say I look just like you.,"This is an actual thing. It's not to make them look youthful, you know.",0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?","This is an actual thing. It's not to make them look youthful, you know.",0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.","This is an actual thing. It's not to make them look youthful, you know.",0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!","This is an actual thing. It's not to make them look youthful, you know.",0.0
Chelsea_Peretti_2,People say I look just like you.,"""Hi, everyone, same old me.""",0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?","""Hi, everyone, same old me.""",0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.","""Hi, everyone, same old me.""",0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!","""Hi, everyone, same old me.""",0.0
Chelsea_Peretti_2,People say I look just like you.,"But the reason I know about it is I met a girl who did it, and she was like, ""It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.""",0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?","But the reason I know about it is I met a girl who did it, and she was like, ""It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.""",0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.","But the reason I know about it is I met a girl who did it, and she was like, ""It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.""",0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!","But the reason I know about it is I met a girl who did it, and she was like, ""It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.""",0.0
Chelsea_Peretti_2,People say I look just like you.,"So, I'm... uh... Is that a good trade? like, kind of a deal with the devil.",0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?","So, I'm... uh... Is that a good trade? like, kind of a deal with the devil.",0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.","So, I'm... uh... Is that a good trade? like, kind of a deal with the devil.",0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!","So, I'm... uh... Is that a good trade? like, kind of a deal with the devil.",0.0
Chelsea_Peretti_2,People say I look just like you.,"Then I'm imagining the guy that sees her out somewhere and is just like... ""Oh, ho, ho, ho."" He's like... [constricted laughter] He's like, [surfer voice] ""She is so fucking hot.",0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?","Then I'm imagining the guy that sees her out somewhere and is just like... ""Oh, ho, ho, ho."" He's like... [constricted laughter] He's like, [surfer voice] ""She is so fucking hot.",0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.","Then I'm imagining the guy that sees her out somewhere and is just like... ""Oh, ho, ho, ho."" He's like... [constricted laughter] He's like, [surfer voice] ""She is so fucking hot.",0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!","Then I'm imagining the guy that sees her out somewhere and is just like... ""Oh, ho, ho, ho."" He's like... [constricted laughter] He's like, [surfer voice] ""She is so fucking hot.",0.0
Chelsea_Peretti_2,People say I look just like you.,"He's like, ""I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.""",0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?","He's like, ""I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.""",0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.","He's like, ""I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.""",0.825
Chelsea_Peretti_2,"Whoa, whoa, whoa!","He's like, ""I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.""",0.0
Chelsea_Peretti_2,People say I look just like you.,[audience cheers and applauds] He's a surfer. That's his profession.,0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",[audience cheers and applauds] He's a surfer. That's his profession.,0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",[audience cheers and applauds] He's a surfer. That's his profession.,0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!",[audience cheers and applauds] He's a surfer. That's his profession.,0.0
Chelsea_Peretti_2,People say I look just like you.,Why just because you go onto the ocean on a thingy... do you have a dialect?,0.0
Chelsea_Peretti_2,"It's actually to stop them from sweating, because why would you, you know, as a human?",Why just because you go onto the ocean on a thingy... do you have a dialect?,0.0
Chelsea_Peretti_2,"I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.",Why just because you go onto the ocean on a thingy... do you have a dialect?,0.0
Chelsea_Peretti_2,"Whoa, whoa, whoa!",Why just because you go onto the ocean on a thingy... do you have a dialect?,0.0
Louis_CK,He was?,"Jesus was Jewish. And he said, ""I don't think so.""",0.0
Louis_CK,I don't think so.,"Jesus was Jewish. And he said, ""I don't think so.""",0.0
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.","Jesus was Jewish. And he said, ""I don't think so.""",0.0
Louis_CK,That finally makes sense. I didn't even know.,"Jesus was Jewish. And he said, ""I don't think so.""",0.0
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!","Jesus was Jewish. And he said, ""I don't think so.""",0.0
Louis_CK,He was?,"He was like, ""Dude, Jesus couldn't be Jewish. Think about it.""",0.0
Louis_CK,I don't think so.,"He was like, ""Dude, Jesus couldn't be Jewish. Think about it.""",0.0
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.","He was like, ""Dude, Jesus couldn't be Jewish. Think about it.""",0.65
Louis_CK,That finally makes sense. I didn't even know.,"He was like, ""Dude, Jesus couldn't be Jewish. Think about it.""",0.0
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!","He was like, ""Dude, Jesus couldn't be Jewish. Think about it.""",0.0
Louis_CK,He was?,What was he? Catholic?,0.0
Louis_CK,I don't think so.,What was he? Catholic?,0.0
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.",What was he? Catholic?,0.0
Louis_CK,That finally makes sense. I didn't even know.,What was he? Catholic?,0.0
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!",What was he? Catholic?,0.0
Louis_CK,He was?,"Okay, Jesus was Catholic and he had a gold chain with a cross.",0.0
Louis_CK,I don't think so.,"Okay, Jesus was Catholic and he had a gold chain with a cross.",0.0
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.","Okay, Jesus was Catholic and he had a gold chain with a cross.",0.0
Louis_CK,That finally makes sense. I didn't even know.,"Okay, Jesus was Catholic and he had a gold chain with a cross.",0.0
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!","Okay, Jesus was Catholic and he had a gold chain with a cross.",0.0
Louis_CK,He was?,"""That finally makes sense. I didn't even know.",0.0
Louis_CK,I don't think so.,"""That finally makes sense. I didn't even know.",0.0
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.","""That finally makes sense. I didn't even know.",0.0
Louis_CK,That finally makes sense. I didn't even know.,"""That finally makes sense. I didn't even know.",0.975
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!","""That finally makes sense. I didn't even know.",0.0
Louis_CK,He was?,"Oh, fuck, that's me!",0.0
Louis_CK,I don't think so.,"Oh, fuck, that's me!",0.0
Louis_CK,"Dude, Jesus couldn't be Jewish. Think about it.","Oh, fuck, that's me!",0.0
Louis_CK,That finally makes sense. I didn't even know.,"Oh, fuck, that's me!",0.0
Louis_CK,"Oh, fuck, that's me! I'm the little guy on it!","Oh, fuck, that's me!",0.025
Louis_CK_2,It's sad how dumb they are.,It's sad how dumb they are. They're in our lives and they know nothing about what's happening.,0.0
Louis_CK_2,"They don't even know their own lives, they don't even — they can't even handle their own lives mentally.",It's sad how dumb they are. They're in our lives and they know nothing about what's happening.,0.0
Louis_CK_2,I don't know anything now. Please help.,It's sad how dumb they are. They're in our lives and they know nothing about what's happening.,0.0
Louis_CK_2,"There it is, right there. It's right there.",It's sad how dumb they are. They're in our lives and they know nothing about what's happening.,0.0
Louis_CK_2,It's sad how dumb they are.,"And then one of the times you throw the ball, the dog looks at you like, ""I didn't see what happened. I'm sorry, I...",0.0
Louis_CK_2,"They don't even know their own lives, they don't even — they can't even handle their own lives mentally.","And then one of the times you throw the ball, the dog looks at you like, ""I didn't see what happened. I'm sorry, I...",0.0
Louis_CK_2,I don't know anything now. Please help.,"And then one of the times you throw the ball, the dog looks at you like, ""I didn't see what happened. I'm sorry, I...",0.0
Louis_CK_2,"There it is, right there. It's right there.","And then one of the times you throw the ball, the dog looks at you like, ""I didn't see what happened. I'm sorry, I...",0.0
Louis_CK_2,It's sad how dumb they are.,"So you point at the ball, ""There it is, right there. It's right there.""",0.0
Louis_CK_2,"They don't even know their own lives, they don't even — they can't even handle their own lives mentally.","So you point at the ball, ""There it is, right there. It's right there.""",0.0
Louis_CK_2,I don't know anything now. Please help.,"So you point at the ball, ""There it is, right there. It's right there.""",0.0
Louis_CK_2,"There it is, right there. It's right there.","So you point at the ball, ""There it is, right there. It's right there.""",0.375
John_Mulaney,"It's good to give to charities, you know.","My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it.",0.0
