comedian,sentence
Chelsea_Peretti_2,"These quotes best represent the stand-up comedy transcript because they capture the tone, humor, and sexual innuendo"
Donald_Glover,"- ""Tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid? What’s going on with this kid?"""
Donald_Glover,"- ""He was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over"
Donald_Glover_2,"- ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us."""
Donald_Glover_2,"- ""Yeah, well, ""if anybody ever tries to rape me, I'm just gonna shit on 'em."""
Donald_Glover_2,"- ""Yes, I will. I have no problem."""
Donald_Glover_2,"- ""Oh God, no!"""
Donald_Glover_2,"- ""I can't do it, I can't do it, I'm not... Me and my butt"
Hasan_Minhaj,"* ""Ah, Biju got slapped on his birthday!"""
Hasan_Minhaj,"* ""That kid won $30,000 cash. Nothing."""
Hasan_Minhaj,"* ""People say, ‘Where does that come from?’ Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, ‘I’m fucked. I’m fucked. The bar is way too high. I should kill myself.’”"
Hasan_Minhaj,"* ""That’s"
Hasan_Minhaj_2,"- ""Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley."""
Hasan_Minhaj_2,"- ""I know, getting into Stanford."""
Hasan_Minhaj_2,"- ""No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom."""
Hasan_Minhaj_2,"- ""All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah"
Iliza_Shlesinger,"- ""It's the most exciting part of the relationship."""
Iliza_Shlesinger,"- ""You're both on your best behavior, it's still electric, you're not totally sure about the history of mental illness in each family."""
Iliza_Shlesinger,"- ""It's interesting, in your 20s, it's a weird mental game. Boy's coming over for the first time, you're trying to reconcile the beautiful home that your mother kept that you lived in growing up"
Iliza_Shlesinger_2,"- ""You don't want to wear your civilian clothes, okay."""
Iliza_Shlesinger_2,"- ""It doesn't give a man the right to put his hands on you."""
Iliza_Shlesinger_2,"- ""No means no."""
Iliza_Shlesinger_2,"- ""It's frustrating. You know, girls, it'd be like if you have the worst day, you came home to your boyfriend, like… 'I had the worst day. I got fired, and... I cried in front of everyone and... I ate that"
Jim_Gaffigan,"""I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.” When I go out to eat, if I order a salad, the waiter’s always like, “Aw. Look at you try.” I’m always afraid he’s gonna gather the whole staff, “The fat pig is trying, the fat pig is trying, I…”"""
Jim_Gaffigan,The sentences that
Jim_Gaffigan_2,"1. ""It was a surprise birthday party for a dog."""
Jim_Gaffigan_2,"2. ""The dog didn't know it was his birthday."""
Jim_Gaffigan_2,"3. ""Someone made that up and we just went along with it."""
Jim_Gaffigan_2,"4. ""There's not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’"""
Jim_Gaffigan_2,"5. ""If you have a dog, you know they don't keep"
Joe_List,"1. ""Ear, nose, throat. Who do ya need?"""
Joe_List,"2. ""I'm Bill, this is Susan, and Ted."""
Joe_List,"3. ""Tin-uh-dus."""
Joe_List,"4. ""Okay, I'm gonna test your hearing."""
Joe_List,"5. ""My hearing is great. I hear everything, plus ringing, so. ""I kind of have superpower hearing, if you think about it."""
Joe_List,These sentences best represent the stand-up comedy transcript because they
Joe_List_2,"- ""You're gonna die!"""
Joe_List_2,"- ""I'm hungry."""
Joe_List_2,"- ""I want you to be like, 'Oh, my God, are you tired?'"""
Joe_List_2,"- ""I'm a rock and roll guy. I love Guns N' Roses, I'm cool."""
Joe_List_2,These sentences best represent the stand-up comedy transcript by providing a range of perspectives on the topic of yawning out loud on a plane.
John_Mulaney,"""It's good to give to charities, you know."""
John_Mulaney,"""Of course I did! On an unrelated note, I'm going to walk out the front door right now."""
John_Mulaney,"""I got a bunch of shirts! Take 'em away!"""
John_Mulaney,"""Well, if it's too big you can just wear it as a sleep shirt."""
John_Mulaney,"""Because we don't say that when someone gives us a gift because that would not be polite."""
John_Mulaney,"""Oh, I"
John_Mulaney_2,"1. The greatest assembly of them all, once a year, Stranger Danger."
John_Mulaney_2,2. The Bruno Mars of assemblies.
John_Mulaney_2,"3. We had the same Stranger Danger speaker every year when I was a kid, his name was Detective JJ Bittenbinder."
John_Mulaney_2,4. Detective JJ Bittenbinder wore three-piece suits.
John_Mulaney_2,5. He could look at a child and guess the price of their coffin.
John_Mulaney_2,These quotes best represent the stand-up comedy transcript by providing a detailed and
Jimmy_Yang,"""Asian people, we don’t need Tinder anymore. We just go to BTS concerts."""
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful."""
Jimmy_Yang,"""But some of them like to wear heels. That’s just disrespect."""
Jimmy_Yang,"""I’m 5′ 5″. I just go to concerts to smell other people’s armpits."""
Jimmy_Yang,What are the sentences that best represent the stand-up comedy transcript?
Jimmy_Yang_2,"""Old Asian people, they don't watch TV. They judge the TV."""
Jimmy_Yang_2,"""He's just sitting there, arms folded, judging the TV like–He's made some random noises around the house."""
Jimmy_Yang_2,"""It's just like, achoo! Oh! Ay, shit.Oh! I'm like, what the fuck, Dad, just have an orgasm? What was that?"""
Jimmy_Yang_2,These sentences best represent the stand-up comedy transcript because they accurately capture
Louis_CK,"- ""He was?"""
Louis_CK,"- ""I don't think so."""
Louis_CK,"- ""That's okay, it already happened."""
Louis_CK,"- ""You fucking think about it, you idiot."""
Louis_CK,"- ""What d– What was he then?"""
Louis_CK,"- ""That finally makes sense."""
Louis_CK,"- ""I'm the little guy on it!"""
Louis_CK,"These sentences best represent the stand-up comedy transcript because they accurately capture the key points of the joke, including the argument between the speaker and"
Louis_CK_2,"""Dogs are so dumb, it’s fucking tragic."""
Louis_CK_2,"""They’re in our lives and they know nothing about what’s happening."""
Louis_CK_2,"""You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!”"""
Louis_CK_2,"""They’re so stupid! Incredibly stupid animals."""
Nate_Bargatze,"1. ""Did you name her after Harper Lee, the author of To Kill a Mockingbird?"""
Nate_Bargatze,"2. ""I love how innocent it is. They cry over a tag in their shirt."""
Nate_Bargatze,"3. ""She just sits there on her iPad a lot."""
Nate_Bargatze,"4. ""It's not like a show. I'd be fine if she watched a show."""
Nate_Bargatze,"5. ""She watches just a kid that's like, ""Hey, you don't have"
Nate_Bargatze_2,"- ""Homework’s fun."""
Nate_Bargatze_2,"- ""First and second grade was awesome."""
Nate_Bargatze_2,"- ""Third grade, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.”"
Nate_Bargatze_2,"- ""It’s, uh… “Okay, learning it earlier than we used to, huh?”"
Nate_Bargatze_2,"- ""It’s a whole new… I mean, it’s unbelievable."""
Nate_Bargatze_2,"- ""You just want to keep"
Nate_Bargatze_TK,"""It goes clown, then magic."""
Nate_Bargatze_TK,"""That's a pretty good nudge."""
Nate_Bargatze_TK,"""The Easter Bunny head didn't fit in the car."""
Nate_Bargatze_TK,"""I didn't even know they hung out like that."""
Nate_Bargatze_TK,These sentences best represent the stand-up comedy transcript because they provide a vivid and humorous depiction of the speaker's childhood and the challenges he faced in finding his place in the world.
Nate_Bargatze_TK_2,"“I’m not a farmer, but I’m a goddamn farmer.” - Tuesday"
Nate_Bargatze_TK_2,This is a humorous and relatable stand-up comedy routine about a wedding. The sentences that best represent the stand-up comedy routine are:
Nate_Bargatze_TK_2,"1. ""It was a real redneck affair."""
Nate_Bargatze_TK_2,"2. ""I’m wildly overdressed. I look like I work there."""
Nate_Bargatze_TK_2,"3. ""He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt."""
Russell_Peters,"""I'm like, that's really fucking racist, but since you asked, I have acid reflux."""
Russell_Peters,"""There's no way you can be Indian and not have fucking acid reflux."""
Russell_Peters,"""You got it, don't you, yellow guy? You do, do you."""
Russell_Peters,"""I know, I have it, but I don't want to say because my shirt looks like turmeric."""
Russell_Peters,These sentences best represent the stand-up comedy transcript because they accurately
Russell_Peters_2,"""If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate."""
Russell_Peters_2,"""These are my boys, it’s Pete and Repeat."""
Russell_Peters_2,"""If I had twins with a black girl, this is Tyrone and Tyclone."""
Russell_Peters_2,"""Look at how good my balls are. Look, look. Or because you’re Punjabi, look at how good my junk they are."""
Russell_Peters_2,These quotes best represent the stand-up comedy transcript because
Sam_Morril,"- ""I just told a room full of people I got roofied. I did not see one concerned face in here."""
Sam_Morril,"- ""That's not how I want to think about it, you know? You don't want to think of yourself as a -block to some monster."""
Sam_Morril,"- ""I prefer to think of myself as an accidental hero. I have a negative-one rapes, so, you know."""
Sam_Morril,"- ""It's hard not to drink man"
Sam_Morril_2,"- ""Wouldn't kill you to carry a pack,"" Marlboro."
Sam_Morril_2,"- ""If there was ever a time."""
Sam_Morril_2,"- ""Chivalry is dead."""
Sam_Morril_2,"- ""I'm two to three abortions away from Diamond Medallion status."""
Sam_Morril_2,"- ""That, yeah, I don't… Me personally, I don't like doing that part of the joke, but I have a sponsorship deal with Delta, and you know, they get very upset when I leave it out"
Trevor_Noah,"- ""You know how I know this? You know how I’ve learned?"""
Trevor_Noah,"- ""I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’"""
Trevor_Noah,"- ""I know you want me. You know I want you."""
Trevor_Noah,"- ""I don’t want dance with you. Please!"""
Trevor_Noah,"- ""Hey, you don’t gotta be such a bitch!"""
Trevor_Noah,These quotes best represent the
Trevor_Noah_2,"1. ""And a Kit Kat, please."""
Trevor_Noah_2,"2. ""I'm not telling you."""
Trevor_Noah_2,"3. ""Ah, knock, knock."""
Trevor_Noah_2,"4. ""Who's there?"""
Trevor_Noah_2,"5. ""He is so right. We've always got to ask, 'Who's there?' Who's here? Who are we?"""
Trevor_Noah_2,These quotes best represent the stand-up comedy transcript because they capture the essence of the humor and the voice of Nelson Mandela.
Tom_Segura,"- ""Get the fuck out of here."""
Tom_Segura,"- ""We could go do that."""
Tom_Segura,"- ""All right. Cool."""
Tom_Segura,"- ""Let's go get it."""
Tom_Segura,"- ""I'll go get it. You stay here and watch my place."""
Tom_Segura,"- ""There's a .357 and a shotgun on my bed. Anybody comes in here, blast ’em."""
Tom_Segura,"- ""That's what's up."""
Tom_Segura,"- ""Can we get a"
Tom_Segura_2,"- ""I did it at the hotel earlier."""
Tom_Segura_2,"- ""It felt like the inside of my body hugged the outside of my body, you know?"""
Tom_Segura_2,"- ""I was trying to figure out, “Why does this feel so good?”"""
Tom_Segura_2,"- ""Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge."""
