comedian,sentence
Nate_Bargatze_2,"- ""It's a long way to get at the same answer."""
Nate_Bargatze_2,"- ""I told my wife,"
Nate_Bargatze_TK,"""It goes clown, then magic."""
Nate_Bargatze_TK,"""That's just how he left."""
Nate_Bargatze_TK,"""The Easter Bunny was in the passenger seat."""
Nate_Bargatze_TK,"""Like, he couldn't sit normal, so his head was bent to the side."""
Nate_Bargatze_TK,These sentences are the most absurd in the stand-up comedy transcript.
Nate_Bargatze_TK_2,"“I’m not a farmer, but I’m a goddamn farmer.” - Tuesday"
Nate_Bargatze_TK_2,This stand-up comedy transcript contains several absurd sentences. The most absurd sentences are:
Nate_Bargatze_TK_2,"- ""We gotta be there Monday for this wedding? It’s a week?"""
Nate_Bargatze_TK_2,"- ""He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt."""
Nate_Bargatze_TK_2,"- ""I’m not a farmer, but I’m a goddamn farmer."""
Russell_Peters,"- ""I’m a 48-year-old Indian man. I’m like, that’s really fucking racist, but since you asked, I have acid reflux."""
Russell_Peters,"- ""There’s no way you can be Indian and not have fucking acid reflux."""
Russell_Peters,"- ""You got it, don’t you, yellow guy? You do, do you."""
Russell_Peters,"- ""I know, I have it, but I don’t want to say because my shirt"
Russell_Peters_2,"""I started getting scared when I thought my girlfriend was going to have twins."""
Russell_Peters_2,"""If I have twin girls– because you’ve got to have fun with the names."""
Russell_Peters_2,"""These are my boys, it’s Pete and Repeat."""
Russell_Peters_2,"""If I had twins with a black girl, this is Tyrone and Tyclone."""
Russell_Peters_2,"""My balls are so strong, they made one kid and then it made the exact same kid right away."""
Russell_Peters_2,"""Look at how good my balls"
Sam_Morril,"- ""I'll drink it."""
Sam_Morril,"- ""That's not how I want to think about it, you know?"""
Sam_Morril,"- ""I have a negative-one rapes, so, you know."""
Sam_Morril,"- ""It's hard not to drink man."""
Sam_Morril,"- ""I'm gonna start walking into halfway houses full of crack heads like have you guys done Zumba."""
Sam_Morril,"- ""That's so much better than crack."""
Sam_Morril,"- ""I'm happy and I"
Sam_Morril_2,"- ""Isn’t that weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials?"""
Sam_Morril_2,"- ""A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial."""
Sam_Morril_2,"- ""I think you should get extra Sky"
Trevor_Noah,"- ""You know how I know this? You know how I’ve learned?"""
Trevor_Noah,"- ""I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’"""
Trevor_Noah,"- ""I know you want me, you know I want you."""
Trevor_Noah,"- ""I don’t want dance with you. Please!"""
Trevor_Noah,"- ""Hey, you don’t gotta be such a bitch!"""
Trevor_Noah,These quotes are the most
Trevor_Noah_2,"1. ""And a Kit Kat, please."""
Trevor_Noah_2,"2. ""You can't be silly."""
Trevor_Noah_2,"3. ""It just doesn't work."""
Trevor_Noah_2,"4. ""Ah, knock, knock."""
Trevor_Noah_2,"5. ""Who's there? Who's here? Who are we?"""
Tom_Segura,"- ""Not a trailer park."""
Tom_Segura,"- ""We could go do that."""
Tom_Segura,"- ""All right. Cool."""
Tom_Segura,"- ""Let's go get it."""
Tom_Segura,"- ""I'll go get it. You stay here and watch my place."""
Tom_Segura,"- ""There's a .357 and a shotgun on my bed. Anybody comes in here, blast ’em."""
Tom_Segura,"- ""That's what's up."""
Tom_Segura,"- ""Can we get a description before"
Tom_Segura_2,"- ""I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?"""
Tom_Segura_2,"- ""I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king"
