comedian,sentence
Donald_Glover,"- ""He was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey!"
Donald_Glover_2,"- ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us."""
Donald_Glover_2,"- ""Yeah, well, ""if anybody ever tries to rape me, I'm just gonna shit on 'em."""
Donald_Glover_2,"- ""Yes, I will. I have no problem."""
Donald_Glover_2,"- ""Oh God, no!"""
Donald_Glover_2,"- ""I can't do it, I can't do it, I'm not... Me and my butt"
Hasan_Minhaj,"- ""Are you fucking kidding? Thirteen episodes for this kid?"""
Hasan_Minhaj,"- ""It’s why we become cardiologists and win spelling bees."""
Hasan_Minhaj,"- ""Slapping is important. It elevates your game."""
Hasan_Minhaj,"- ""That kid won $30,000 cash. Nothing."""
Hasan_Minhaj,"- ""People say, ‘Where does that come from?’ Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is"
Hasan_Minhaj_2,"- ""Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley."""
Hasan_Minhaj_2,"- ""I know, getting into Stanford."""
Hasan_Minhaj_2,"- ""No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom."""
Hasan_Minhaj_2,"- ""Whatever, it’s not going to happen. He can’t do this."""
Hasan_Minhaj_2,**Additional Information:**
Iliza_Shlesinger,"- ""It’s the most exciting part of the relationship."""
Iliza_Shlesinger,"- ""You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family."""
Iliza_Shlesinger,"- ""It’s interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up"
Iliza_Shlesinger_2,"- ""You don't want to wear your civilian clothes, okay."""
Iliza_Shlesinger_2,"- ""It doesn't give a man the right to put his hands on you."""
Iliza_Shlesinger_2,"- ""No means no."""
Iliza_Shlesinger_2,"- ""It's more about just being mentally kind to the other person."""
Iliza_Shlesinger_2,"- ""You show up in that, he’ll be, like, “Oh, my god!”"""
Iliza_Shlesinger_2,"- ""The blood’s gonna go from here to his dick, he’s"
Jim_Gaffigan,"""We got nothing for you. And you can't use our bathroom."""
Jim_Gaffigan,"""Aw. Look at you try."""
Jim_Gaffigan,"""You nailed it."""
Jim_Gaffigan,"""I like to sleep. It doesn't mean I wanna build a bed."""
Jim_Gaffigan,Which sentences do you like best?
Jim_Gaffigan,"I cannot extract the sentences you like best from the context, as the context does not provide any information about the sentences that the speaker finds best."
Jim_Gaffigan_2,"- ""It was a surprise birthday party for a dog."""
Jim_Gaffigan_2,"- ""The dog didn't know it was his birthday."""
Jim_Gaffigan_2,"- ""Someone made that up and we just went along with it."""
Jim_Gaffigan_2,"- ""There's not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’"""
Jim_Gaffigan_2,"- ""If you have a dog, you know they don't keep track of time."""
Joe_List,"1. ""Ear, nose, throat. Who do ya need?"""
Joe_List,"2. ""I'm Bill, this is Susan, and Ted."""
Joe_List,"3. ""Tin-uh-dus."""
Joe_List,"4. ""Okay, I'm gonna test your hearing."""
Joe_List,"5. ""My hearing is great. I hear everything, plus ringing, so. ""I kind of have superpower hearing, if you think about it."""
Joe_List,These are the sentences that I like best from the stand-
Joe_List_2,"- ""You're like what a fucking idiot back there."""
Joe_List_2,"- ""I was on a plane the other day. I hated the guy behind me."""
Joe_List_2,"- ""I wanted him to die, I swear to God."""
Joe_List_2,"- ""You don't need to make a noise when you yawn."""
Joe_List_2,"- ""It's a trap."""
Joe_List_2,"- ""I'm a rock and roll guy. I love Guns N' Roses, I'm cool."""
Joe_List_2,"- ""It"
John_Mulaney,"""It's good to give to charities, you know."""
John_Mulaney,"""Of course I did! On an unrelated note, I'm going to walk out the front door right now."""
John_Mulaney,"""This one's shirts. I got a bunch of shirts! Take 'em away!"""
John_Mulaney,"""Well, if it's too big you can just wear it as a sleep shirt."""
John_Mulaney,"""Oh, I get it. So rather than violate these meaningless politeness rules, I'll just"
John_Mulaney_2,1. The hottest ticket in town.
John_Mulaney_2,2. The Bruno Mars of assemblies.
John_Mulaney_2,3. Detective JJ Bittenbinder wore three-piece suits.
John_Mulaney_2,4. He also wore a pocket watch.
John_Mulaney_2,5. He also had a huge handlebar mustache.
John_Mulaney_2,6. He was a man most acquainted with misery.
Jimmy_Yang,"""Asian people, we don’t need Tinder anymore. We just go to BTS concerts."""
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful."""
Jimmy_Yang,"""But some of them like to wear heels. That’s just disrespect."""
Jimmy_Yang,"""I’m 5′ 5″. I just go to concerts to smell other people’s armpits."""
Jimmy_Yang,"""I was frustrated. I had enough. So I just looked up at"
Jimmy_Yang_2,"""Old Asian people, they don't watch TV. They judge the TV."""
Jimmy_Yang_2,"""He's just sitting there, arms folded, judging the TV like–He's made some random noises around the house."""
Jimmy_Yang_2,"""It's just like, achoo! Oh! Ay, shit.Oh! I'm like, what the fuck, Dad, just have an orgasm? What was that?"""
Jimmy_Yang_2,I hope you can help me extract the sentences you like best from this
Louis_CK,"- ""He was?"""
Louis_CK,"- ""I don't think so."""
Louis_CK,"- ""That's okay, it already happened."""
Louis_CK,"- ""You fucking think about it, you idiot."""
Louis_CK,"- ""What d– What was he then?"""
Louis_CK,"- ""That finally makes sense."""
Louis_CK,"- ""I'm the little guy on it!"""
Louis_CK,"I find the quote ""That finally makes sense"" to be the most interesting and funny. It perfectly encapsulates the humor and thought-provoking"
Louis_CK_2,"- ""Dogs are so dumb, it’s fucking tragic."""
Louis_CK_2,"- ""They’re in our lives and they know nothing about what’s happening."""
Louis_CK_2,"- ""I know you! Ha!"""
Louis_CK_2,"- ""Incredibly stupid animals."""
Louis_CK_2,"- ""They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally."""
Louis_CK_2,"- ""There it is, right there. It’s right there."""
Louis_CK_2,I like the
Nate_Bargatze,"1. ""Did you name her after Harper Lee, the author of To Kill a Mockingbird?"""
Nate_Bargatze,"2. ""I love having a kid. We… I love when kids cry, it’s just innocent."""
Nate_Bargatze,"3. ""She’s on her iPad a lot."""
Nate_Bargatze,"4. ""It’s not on YouTube. Me and her mom are the only subscribers."""
Nate_Bargatze,"5. ""She just watches kids playing with toys."""
Nate_Bargatze,These are the sentences that you like best from
Nate_Bargatze_2,"- ""Homework's fun."""
Nate_Bargatze_2,"- ""First and second grade was awesome."""
Nate_Bargatze_2,"- ""Third grade, you're like, ""Okay."""
Nate_Bargatze_2,"- ""It's, uh… ""Okay, learning it earlier than we used to, huh?"""
Nate_Bargatze_2,"- ""It's a new math they invented, no heads up."""
Nate_Bargatze_2,"- ""You just want to keep breaking the problem down."""
Nate_Bargatze_2,"- ""Old math still… I don't get incorrect change everywhere, just"
Nate_Bargatze_TK,"""It goes clown, then magic."""
Nate_Bargatze_TK,"""That's a pretty good nudge."""
Nate_Bargatze_TK,"""The Easter Bunny head didn't fit in the car."""
Nate_Bargatze_TK,"""I didn't even know they hung out like that."""
Nate_Bargatze_TK_2,"I'm wearing a button-down shirt, khaki pants. Nothing crazy. I'm wildly overdressed. I look like I work there."
Nate_Bargatze_TK_2,"The invitation said, “Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.”"
Nate_Bargatze_TK_2,"My uncle, his daughter’s getting married. He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt."
Nate_Bargatze_TK_2,"He doesn’t have a body that’s like, “That’s cool"
Russell_Peters,"- ""That's really fucking racist, but since you asked, I have acid reflux."""
Russell_Peters,"- ""There's no way you can be Indian and not have fucking acid reflux."""
Russell_Peters,"- ""It's inevitable. There's no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus."""
Russell_Peters,"- ""I'"
Russell_Peters_2,"""I started getting scared when I thought my girlfriend was going to have twins."""
Russell_Peters_2,"""I was like, if I have twin girls– because you’ve got to have fun with the names."""
Russell_Peters_2,"""These are my boys, it’s Pete and Repeat."""
Russell_Peters_2,"""That’s your way of going, look."""
Russell_Peters_2,"""Look at how good my balls are. Look, look."""
Russell_Peters_2,"""My balls are so strong, they made one kid and then it made the exact same"
Sam_Morril,"- ""That is male privilege right there, isn’t it?"""
Sam_Morril,"- ""I just told a room full of people I got roofied. I did not see one concerned face in here."""
Sam_Morril,"- ""That's not how I want to think about it, you know? You don't want to think of yourself as a -block to some monster."""
Sam_Morril,"- ""It's hard not to drink man. It's very hard."""
Sam_Morril,"- ""I work in"
Sam_Morril_2,"- ""Wouldn't kill you to carry a pack."""
Sam_Morril_2,"- ""If there was ever a time."""
Sam_Morril_2,"- ""Chivalry is dead."""
Sam_Morril_2,"- ""I'm two to three abortions away from Diamond Medallion status."""
Sam_Morril_2,"- ""That, yeah, I don't… Me personally, I don't like doing that part of the joke, but I have a sponsorship deal with Delta, and you know, they get very upset when I leave it out."""
Sam_Morril_2,-
Trevor_Noah,"- ""You know how I know this? You know how I’ve learned?"""
Trevor_Noah,"- ""I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’"""
Trevor_Noah,"- ""I know you want me, you know I want you."""
Trevor_Noah,"- ""I don’t want dance with you. Please!"""
Trevor_Noah,"- ""Hey, you don’t gotta be such a bitch!"""
Trevor_Noah,These quotes are the ones
Trevor_Noah_2,"1. ""And a Kit Kat, please."""
Trevor_Noah_2,"2. ""You can't be silly."""
Trevor_Noah_2,"3. ""It just doesn't work."""
Trevor_Noah_2,"4. ""Ah, knock, knock."""
Trevor_Noah_2,"5. ""Who's there? Who's here? Who are we?"""
Trevor_Noah_2,These quotes are the ones that I like best from the stand-up comedy transcript. They capture the essence of Nelson Mandela's voice and the impact it had on the audience.
Tom_Segura,"- ""Not a trailer park."""
Tom_Segura,"- ""We could go do that."""
Tom_Segura,"- ""All right. Cool."""
Tom_Segura,"- ""Let's go get it."""
Tom_Segura,"- ""I'll go get it. You stay here and watch my place."""
Tom_Segura,"- ""There's a .357 and a shotgun on my bed. Anybody comes in here, blast ’em."""
Tom_Segura,"- ""That's what's up."""
Tom_Segura,"- ""Can we get a description before"
Tom_Segura_2,"- ""I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?"""
Tom_Segura_2,"- ""I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king"
