comedian,sentence
Nate_Bargatze_TK,"It goes clown, then magic. There’s two steps. You can take them in either order.""** - This line is funny because it presents a ridiculous and absurd career path with a deadpan delivery."
Nate_Bargatze_TK,"I thought everybody’s dad was a clown.""** - This is a humorous observation from a child\'s perspective, highlighting the normalcy of the unusual situation."
Nate_Bargatze_TK,"And the Easter Bunny was in the passenger seat.""** - This unexpected detail adds a surreal and comedic element to the story."
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.”** - The simplicity and bluntness of the invitation is funny."
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?”** - This highlights the absurdity of the perceived wedding duration.
Nate_Bargatze_TK_2,"I’m wearing a button-down shirt, khaki pants. Nothing crazy. I’m wildly overdressed. I look like I work there.”** - The contrast between the narrator's attire and the guests' attire is"
Russell_Peters,"I’m like, that’s really fucking racist, but since you asked, I have acid reflux.""** - This line is funny because it subverts expectations. The doctor\'s question is loaded with stereotypes, but the comedian uses humor to address it head-on."
Russell_Peters,"There is no way you can be Indian and not have fucking acid reflux. It’s inevitable.""** - This is a classic overgeneralization joke, playing on the stereotype of Indian food being spicy and rich."
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate"
Russell_Peters_2,"These are my boys, it’s Pete and Repeat."
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone."
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look."
Russell_Peters_2,"My balls are so strong, they made one kid and then it"
Sam_Morril,"I got roofied at a party in college by accident, but you know, it still count"
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here."
Sam_Morril,"And I was like, that’s not how I want to think about it, you know? You don’t want to think of yourself as a -block to some monster. I prefer to think of myself as an accidental hero."
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal."
Sam_Morril_2,"Wouldn’t kill you to carry a pack,” you know? Marlboro: Just in Case."
Sam_Morril_2,"My friend just had one, and her boyfriend didn’t contribute to the cost, which I thought was not cool, you know?"
Trevor_Noah,You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself. I’ve learned how to harness that energy and use it for good.
Trevor_Noah,"I’ll be sleeping. And in the middle of the night, I’ll be woken up by the need to pee. And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose my sleep? Or do I leave the lights off and'"
Trevor_Noah_2,"You can’t be running in the streets: ‘And a Kit Kat, please.’ No. No. It’s so unique. You can’t be silly."
Trevor_Noah_2,"What are you making, prank phone calls? ‘Who the hell is this?!’ ‘I’m not telling you.’ [laughs] It just doesn’t work."
Trevor_Noah_2,"And yet, he still did. He still kept what was him. It was partly because of that voice. He would tell the joke, and it would just sound too epic for"
Tom_Segura,"The most terrifying housing situation that exists.""** - This line sets up the humor by exaggerating the fear associated with a single trailer"
Tom_Segura,"You trying to get a sack?""** - The casual, almost business-like tone of this question adds to the absurdity of the situation."
Tom_Segura,"Isn’t that your sole responsibility?""** - This line highlights the absurdity of the dealer not having the product readily available."
Tom_Segura,"You stay here and watch my place.""** - This request, coming from someone who doesn\'t even have the product,"
Tom_Segura_2,"""Is there any more satisfying feeling than letting an elevator door close on somebody?""** - This sets up the entire bit and immediately establishes the comedian\'s mischievous sense of humor."
Tom_Segura_2,"It felt like the inside of my body hugged the outside of my body, you know?""** - This is a hilariously absurd way to describe the feeling of satisfaction."
Tom_Segura_2,"Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft.""** - This elevates the'"
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.
Anthony_Jeselnik_3,"the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something. Because the next time I got a bad report card in school, I brought it home and I gave it to my"
Ali_Wong_3,"Asian-American women who, like, you know, wear these kinda glasses and have a lot of opinions, they like to date white dudes. You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory."""
Ali_Wong_3,I don’t know what’s wrong with these bitches.
Ali_Wong_3,"You feel very picturesque when you’re with a white dude, you know. You feel like you’re in a Wes Anderson movie or something"
Ali_Wong_3,"And you know, white dudes, they teach you about a lot"
Chelsea_Peretti_3,But this could sustain my spirit for two weeks!”** (Referring to the thrill of finding an unlocked phone)
Chelsea_Peretti_3,My dick hurts.”** (The absurd tweet and Facebook post
Chelsea_Peretti_3,"Dude, what’s up with your dick? We’re worried about you.”** (Imagined comments from the friend\'s social media)"
Chelsea_Peretti_3,Here’s my thoughts.”** (Sarcastically mimicking the tone of internet commenters)
Chelsea_Peretti_3,"What’s up, Jew-fro?! You Jew-ass bitch! Jew'"
Donald_Glover_3,"You know, I’ve got a lot of white friends. And they’re all just kind of like, “Oh man, I wish I could say that stuff. “It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.” And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?""** - This highlights the absurdity of white people wanting to use a racial slur just because it sounds ""cool"" in music"
Hasan_Minhaj_3,Try to understand immigrant fathers.
Hasan_Minhaj_3,You’re going to die. Laugh. Why aren’t you laughing?
Hasan_Minhaj_3,"You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?"
Hasan_Minhaj_3,"Ah, yogurt.” Or milk. Just like, “Ah.” And I’d look at him and be like, “Oh, man. Dad hates yogurt."
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator."
Iliza_Shlesinger_3,"Every atom, every molecule of your DNA, we go through it like… “Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?"
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you’re
John_Mulaney_3,"I was afraid that the Best Buy guy was going to be mad at me, so I bought an HDMI cable.""** - This sets up the absurdity of the situation"
John_Mulaney_3,"And I said, \'No, I wish!\'""** - The exaggerated wish highlights the ridiculousness of the situation."
John_Mulaney_3,"And then my wife said, \'Jesus Christ!\' And fully walked away from me. Walked all the way to the laser printers and just stood there, Blair Witch style.""** - This is a great visual gag, comparing his wife\'s reaction"
Jim_Gaffigan_3,"way bigger then a gummy bear.""** - This line uses a humorous comparison to highlight the bear\'s size."
Jim_Gaffigan_3,"Oh my God, I’ve watched you on Animal Planet. “You’re so much taller in person. Can we do a selfie?”** - This is funny because it treats the bear like a celebrity, creating a ridiculous scenario"
Jim_Gaffigan_3,"you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family.""** - This line uses hyperbole and a surprising twist to emphasize"
Joe_List_3,"Mental and dental. No? Not a big, therapy, in New York too, oi.""** - This line plays on the stereotype of New Yorkers being tough and not needing therapy."
Joe_List_3,"I can do it for ya. If you guys wanted to go, maybe you can’t afford it, I can do it for you. I didn’t go to college or anything, but I know how to do therapy. I’ve been going long enough.""** - This is a humorous self-deprecation, suggesting he\'s an expert therapist despite lacking formal'"
Jimmy_Yang_3,I got to give every Uber driver five-star ratings just so I can be a good representative.
Jimmy_Yang_3,"She was like, Jimmy, I don’t know how to tell you this, but you’re the first Asian guy I’ve ever been with. I’m like, OK. What do you want, a fortune cookie?"
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.
Jimmy_Yang_3,"Jimmy, um, I’m just glad the stereotype’s not true. You don’t have a small penis"
Louis_CK_3,"No, she’s very expensive. Please don’t touch her."
Louis_CK_3,"I rescued a dog last year, and it bit everyone in my life, so I un-rescued it, and I bought a dog that works."""
Louis_CK_3,"In New York, everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has no eyes and she’s dead."
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really"
Nate_Bargatze_3,"Looks like it’s home and away. That’s how many jerseys are in there.""** (Humorous comparison of wedding guests to sports fans)"
Nate_Bargatze_3,"""Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”** (Unexpected behavior in a church setting, creating humor through contrast)"
Nate_Bargatze_TK_3,"I learned when to use \'a\' or \'an\' in a sentence. [chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, \'That feels right,\' and that’s what you do."
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad."
Russell_Peters_3,"And they broke her water and candy fell out of her."""
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it. He’s going to steal your laptop and fix it.
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late. You think about it, I’m 49. When my son starts walking, we’re going to be walking the same way."
Sam_Morill_3,Trump is Hitler.
Sam_Morill_3,"All right, look, we don’t know how hilarious Hitler would have been on social media. That’s not fair."
Sam_Morill_3,"Hitler might have had a strong Twitter presence. Trapped in bunker, sad. Adolf’s trending."
Sam_Morill_3,"I came across the article the other day on the internet. Just said fun facts about Hitler, which I think is a great title. I’ve always said there aren’t enough upbeat pieces on the Fuhrer."
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for"
Trevor_Noah_3,"Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere."
Tom_Segura_3,Whoa. Are you Japanese?
Tom_Segura_3,"Hundred percent, yeah"
Tom_Segura_3,Segura. Segura! Sounds Japanese.
Tom_Segura_3,"That’s ’cause you’re saying it Japanese. I could be Smith, and if you want to go [in gruff voice] ‘Smith…’ -then it’s Japanese"
Tom_Segura_3,"Well, what are you?"
Tom_Segura_3,It’s never important to ask that question. “What are you?” It’s never important to ask that. It’s
