comedian,sentence
Hasan_Minhaj,"We go, “Ah, Biju got slapped on his birthday!” And that’s what makes us tough and resilient."
Hasan_Minhaj,Slapping is important. It elevates your game.
Hasan_Minhaj,You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.
Hasan_Minhaj,He’s been slapped on camera. Of course he can spell “knaidel
Hasan_Minhaj_2,"I know, getting into Stanford."
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I\'m making it mandatory for everyone in this class to go to prom."
Hasan_Minhaj_2,"All 30 of us? We\'re all going to prom? AP Calc? Us? Me, Jehovah\'s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?"
Hasan_Minhaj_2,"Whatever, it\'s not going to happen. He can\'t do this."""
Iliza_Shlesinger,"It\'s ostensibly like your girlfriend audition time. You want him to come in and be, like, \'It\'s so homey. I\'d like to stay forever.\' Yes, come closer."
Iliza_Shlesinger,"In your 30s... In your 30s, homeboy knocks on the door, you open it, you\'re in combat boots"
Iliza_Shlesinger_2,"You don’t want to wear nipple tassels. Now… some women are, like, “Wait a minute."
Iliza_Shlesinger_2,"I don’t know why we forget that as adult males, but… no means no."
Iliza_Shlesinger_2,"He’s gonna impale himself, he’s gonna sue you, and you ain’t got no money."
Jim_Gaffigan,We got nothing for you. And you can\'t use our bathroom.
Jim_Gaffigan,Aw. Look at you try.
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…"
Jim_Gaffigan,"You know, when you like to eat, what\'s weird is people assume you enjoy cooking."
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is. Well, you must love to cook."
Jim_Gaffigan,"Look, I like to sleep. It doesn\'t mean I wanna build a bed."
Jim_Gaffigan_2,I have friends that are mentally ill.
Jim_Gaffigan_2,The dog didn’t know it was his birthday. Didn’t know it had a birthday. Didn’t know why people were in the apartment
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math."
Jim_Gaffigan_2,"That’s not fulfilling some dog need, you know?"
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’"""
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office. He’s like, “I’m Bill, this is Susan, and Ted. “Ear, nose, throat. “Who do ya need?”"
Joe_List,"Tin-uh-dus. That’s when you’re ears ring. You got it? Yeah, it’s frustrating. It’s when you’re ears ring, or buzz all the time"
Joe_List,"Tomato, to-mah-to. However you say it."
Joe_List_2,"What a fucking idiot back there. Embarrassing, loser. Last row."
Joe_List_2,"I wanted him to die, I swear to God."
Joe_List_2,"You don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that."
Joe_List_2,"They want attention. That’s why they’re doing it. They want you to be like, ‘Oh, my God, are you tired?’"
Joe_List_2,"Don’t fall for it, it’s a trap."
John_Mulaney,"I said, \'Of course I did! On an unrelated note, I\'m going to walk out the front door right now.\"
John_Mulaney,"I was like, \'This one\'s shirts. I got a bunch of shirts! Take \'em away!"
John_Mulaney,"How do I write that on my taxes? \'Dear IRS, please deduct from my federal income tax one XXL Billabong T-shirt from youth. It was too big. My mom said it could be a sleep shirt. Please deduct this from my 2017"
John_Mulaney_2,The Bruno Mars of assemblies.
John_Mulaney_2,"Yeah, the hottest ticket in town."
John_Mulaney_2,You are gathered together as a school and you are told never to talk to an adult that you don’t know and you are told this by an adult that you don’t know.
John_Mulaney_2,"Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable?"
John_Mulaney_2,He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young
Jimmy_Yang,We don\'t need Tinder anymore. We just go to BTS concerts. That\'s how we do that parking lot pimping.
Jimmy_Yang,I think tall women are beautiful. But some of them like to wear heels. That\'s just disrespect
Jimmy_Yang,"Your ass is at my eye level right now. Neither of us look good, OK? I look like a child, and you look like a child molester."
Jimmy_Yang,Tall people have fun at concerts. Are you guys aware of that? I\'m 5\'5
Jimmy_Yang_2,"Like, it\'s really hard for me to watch TV with my dad, because he\'s trying to make me explain everything to him."
Jimmy_Yang_2,"Old Asian people, they don\'t watch TV. They judge the TV."
Jimmy_Yang_2,"He\'s just sitting there, arms folded, judging the TV like–"
Jimmy_Yang_2,"Achoo! Oh! Ay, shit. Oh! I\'m like, what the fuck, Dad, just have an orgasm? What was that?"
Jimmy_Yang_2,"He\'s like, oh, there\'s an orgasm. OK"
Louis_CK,Yeah. Jesus was Jewish.
Louis_CK,I don\'t think so.
Louis_CK,"You fucking think about it, you idiot."
Louis_CK,"What, was he Presbyterian? What was he? Catholic?"
Louis_CK,"Okay, Jesus was Catholic and he had a gold chain with a cross."
Louis_CK,"Oh, that\'s why we have those! That finally makes sense. I didn\'t even know. Oh, fuck, that\'s me! I\'m the little guy on it!"""
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic. It’s sad how dumb they are."
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.
Louis_CK_2,They’re so stupid! Incredibly stupid animals.
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally."
Louis_CK_2,"I didn’t see what happened. I’m sorry, I… I don’t know anything now. Please help."
Nate_Bargatze,"I mean, my middle name is Lee, and it just never crossed my mind."
Nate_Bargatze,"I love when kids cry, it\'s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don\'t like... It feels weird. And then, you could be like, \'Is your house on fire?\' I\'ve never seen someone cry this much. It\'s over nothing"
Nate_Bargatze_2,"It\'s, uh… \'Okay, learning it earlier than we used to, huh?\' I don\'t even know if that\'s true, but…"
Nate_Bargatze_2,"It\'s just a whole new… I mean, it\'s unbelievable. They bring it home, you gotta watch a 40-minute YouTube video on Common Core math. I don\'t even understand it."
Nate_Bargatze_2,And the goal of Common Core is to use one sheet of paper for every problem. You… You just want to keep breaking the problem down. You put the problem
Nate_Bargatze_TK,"You can take them in either order. I was born, he was a clown. It was never weird to me. I thought everybody\'s dad was a clown."
Nate_Bargatze_TK,How else would he come home? And... The Easter Bunny was in the passenger seat.
Nate_Bargatze_TK,"The Easter Bunny head didn\'t fit in the car. Like, he couldn\'t sit normal, so his head was bent to the side."
Nate_Bargatze_TK,And I was like... I like to think about all the other people that saw that. Just in the car next
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It\'s a week?
Nate_Bargatze_TK_2,I\'m wildly overdressed. I look like I work there.
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.
Nate_Bargatze_TK_2,"My uncle, his daughter\'s getting married. He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt."
Nate_Bargatze_TK_2,Let\'s do it without it.
Nate_Bargatze_TK_2,Put your jacket on backwards. Flip it around.
Russell_Peters,"What do you mean what else is wrong with me? He goes, look, you\'re a 48-year-old Indian man."
Russell_Peters,"I don\'t know. Does anybody else– who else has acid reflux in here? First of all, you\'re lying to me right now."
Russell_Peters,"There\'s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus"
Russell_Peters_2,Identical twins are the only people that should be twins.
Russell_Peters_2,I started settling into the idea because I started thinking of names for identical twins.
Russell_Peters_2,"Kate and Duplicate. These are my boys, it’s Pete and Repeat."
Russell_Peters_2,Tyrone and Tyclone.
Russell_Peters_2,"That’s your way of going, look. Look at how good my balls are."
Russell_Peters_2,"Look, look. Or because you’re Punjabi, look at how good my junk they are"
Sam_Morril,"I got roofied at a party in college by accident, but you know, it still counts. Obviously, it was an accident. No one at the party was like I’m gonna roofie that hairy boy over there. Let me a passed-out werewolf tonight."
Sam_Morril,"I was at a party and this guy handed a girl a drink, and she said, “I’m too drunk.” And I said, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at"
Sam_Morril_2,"Wouldn’t kill you to carry a pack,"" you know? Marlboro: Just in Case."
Sam_Morril_2,"He really is. No, even the most pro-life person I talk to was like, wow, chivalry is dead. That was the baby’s name, Chivalry."
Sam_Morril_2,"If I knock you up and you need an abortion, it’s on the house. I’ll throw my Delta SkyMiles card right on the counter."
Sam_Morril_2,"I’m two to three abortions away from Diamond Medallion status,"
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?"
Trevor_Noah,"Ladies, every single one of you needs to learn the Russian accent. You read stories all the time. I talk to my female friends all the time, my family members"
Trevor_Noah_2,"And a Kit Kat, please."
Trevor_Noah_2,"Who the hell is this?!"" ""I\'m not telling you."""
Trevor_Noah_2,"Ah, knock, knock."
Trevor_Noah_2,"Who\'s there?"" ""He is so right. We\'ve always got to ask, \'Who\'s there?\' Who\'s here? Who are we?\' Oh, my God!"
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, \'Get the fuck out of here.\' Kick \'em out."
Tom_Segura,You trying to get a sack?
Tom_Segura,"Oh, shit. Yeah."
Tom_Segura,"We just need to go get it."""
Tom_Segura,You don\'t fuckin\' have it? Isn\'t that your sole responsibility?
Tom_Segura,Let\'s go get it.
Tom_Segura,I\'ll go get it. You stay here and watch my place.
Tom_Segura,"That\'s what\'s up."""
Tom_Segura_2,I did it... I did it at the hotel earlier. I got such a warm rush through my body.
Tom_Segura_2,"It felt like the inside of my body hugged the outside of my body, you know?"
Tom_Segura_2,You are lord of the elevator shaft.
Tom_Segura_2,"You get to decide, like a king with his drawbridge."
Tom_Segura_2,"And you hit that. And then you see it close, and you\'re like..."
Tom_Segura_2,"Sometimes, a second later it opens, and you\'re like, \'Fuck!\"
