comedian,sentence
Iliza_Shlesinger_3,"So that, in an hour, after a drink or two, you, gentlemen, have the luxury of turning around and being, like, 'Oh, excuse me, I couldn’t help but notice.'"
Iliza_Shlesinger_3,"Then we turn around, like… Really? That’s it. Just set it up for you to knock it down."
Jim_Gaffigan,All I did was eat abusively for 40 years. And suddenly I’m fat? That doesn’t seem fair.
Jim_Gaffigan,"When I go in clothing stores, salespeople look at me like, 'We got nothing for you. And you can’t use our bathroom.'"
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter’s always like, 'Aw. Look at you try.'"
Jim_Gaffigan,"I’ve always talked about my weight in my stand-up, but in the past after shows, if I ran into audience members, they’d be like, 'Jim, you’re not that fat, you’re not that fat.' But now after shows, people are like, 'Good show.' 'You nailed it.'"
Jim_Gaffigan,"You know, when you like to eat, what’s weird is people assume you enjoy cooking. Well, you must know your way around the kitchen. I know where the food is."
Jim_Gaffigan,"When I order delivery, I’m kind of annoyed they don’t know what I want already. What, do I have to do everything?"
Jim_Gaffigan,"Look, I like to sleep. It doesn’t mean I wanna build a bed."
Jim_Gaffigan_2,"Recently, I was invited to a surprise birthday party. It was a surprise birthday party for a dog. That’s right, I have friends that are mentally ill."
Jim_Gaffigan_2,"And to be fair, the dog was surprised. Didn’t suspect a thing. Dog didn’t know it was his birthday. The dog didn’t know it had a birthday."
Jim_Gaffigan_2,"It was the dog’s third birthday, which in dog years doesn’t matter. Someone made that up and we just went along with it."
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?"
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, 'I’m not three, I’m 21! I can legally drink!'"
Jim_Gaffigan_2,"You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war. 'You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.'"
Jim_Gaffigan_3,"Alaska’s beautiful. My kids were havin’ fun. I was pretending like I enjoyed being outside."""
Jim_Gaffigan_3,"And then suddenly we saw a bear, like, 500 yards away, this huge brown bear, like, way bigger than a gummy bear."
Jim_Gaffigan_3,"I was like, 'Oh my God, I’ve watched you on Animal Planet. You’re so much taller in person. Can we do a selfie?'"
Jim_Gaffigan_3,"But unlike a celebrity sighting, there was the risk of death. Like, you never hear, we’re in a restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens."
Jim_Gaffigan_3,"Started creeping towards me, tilting his head back and forth almost like he recognized me. 'That guy looks like Phillip Seymour Hoffman.'"
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? ‘Cause I don’t think this bear’s approaching to get his hair done.'
Joe_List,"It’s one doctor. He knows all three body parts. I was hoping it was three doctors saving money, by sharing a small office. He’s like, 'I’m Bill, this is Susan, and Ted. Ear, nose, throat. Who do ya need?'"
Joe_List,"I have an ear issue called, tinnitus, or tin-uh-dus. That’s when you’re ears ring. You got it? Yeah, it’s frustrating. It’s when you’re ears ring, or buzz all the time."
Joe_List,"I watched a YouTube video, and the doctor in the video, he kept saying 'tin-uh-dus.' And so I was like, 'Oh, I guess it’s pronounced tin-uh-dus.' But then I went to the comments section, and the first comment said, 'This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.' All caps."
Joe_List,"This gentlemen is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word."
Joe_List,"My hearing is great. I hear everything, plus ringing, so. I kind of have superpower hearing, if you think about it. I’m hearing shit that’s not even in the room."
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there. Embarrassing, loser."
Joe_List_2,"""I wanted him to die, I swear to God. I was like, hope this guy passes away on the flight."""
Joe_List_2,"""First of all, you don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that."""
Joe_List_2,"""People who yawn out loud, they want attention. That’s why they’re doing it. They want you to be like, 'Oh, my God, are you tired?' And they’re like, I am, here’s my entire life story of how I came to be tired.'"""
Joe_List_2,"""You ever do that when someone was like, 'I had a wild night last night.' and then you’re like, 'Neat.' And then you just walked away. That’s like one of my favorite things to do."""
Joe_List_2,"""They were playing 'Welcome To The Jungle' by Guns N’ Roses at the airport. That’s a weird airport song. I’m a rock and roll guy. I love Guns N’ Roses, I’m cool. But it’s a little much at the airport."""
Joe_List_2,"""I’m eating a muffin, looking for an outlet. I don’t think we need to rock this hard."""
Joe_List_2,"""Also it’s a little unnerving to be boarding a flight. And hear, 'You’re gonna die!'"""
Joe_List_3,"""Mental and dental. No? Not a big, therapy, in New York too, oi. I love it. I can do it for ya. If you guys wanted to go, maybe you can’t afford it, I can do it for you. I didn’t go to college or anything, but I know how to do therapy. I’ve been going long enough."""
Joe_List_3,"""Whatever you’re dealing with, it’s because of your family. Look no further, than your own family. That’s all therapy is, you complain about your problems, then he says, 'It’s your family.' And then you’re like, 'Still, great.' Then you give him your money, and then you leave."""
Joe_List_3,"""At first I was skeptical. I was like, 'I don’t know.' And then I spent 11 seconds with my family, and I was like, 'He nailed it. These are the worst people I’ve ever met in my life. I don’t know how I didn’t see this earlier.'"""
Joe_List_3,"""She said, 'Joe, my biggest fear.' She told me her biggest fear. I didn’t ask her what her biggest fear was, because, I was eight years old. I did not give a shit about her fears, but, she told me anyway."""
Joe_List_3,"""She said, 'My biggest fear, is that when I go to the bathroom, they’ll be a man, hiding behind the shower curtain waiting to get me.' And I was like, 'Well, that’s my biggest fear now, also.'"""
Joe_List_3,"""Previously my biggest fear had been wetting my pants but, that’s now the solution, to avoiding my new biggest fear, entering the bathroom at my parents house."""
Joe_List_3,"""My parents are like, 'What do you want for your ninth birthday?' I’m like, 'How ’bout a urinal, in my bedroom, and, maybe a firearm, and a new babysitter. The big three.'"""
Joe_List_3,"""And then your bladder’s like, 'That’s all we know how to do. We just wanted to let you know we were helping, hell.' And then your colon’s like, 'We’re ready to rock also, if you want us to fire something up.'"""
Joe_List_3,"""Fortunately, my Aunt Betty was never attacked by a man, behind the shower curtain. Which is good. I mean it could still happen, she’s still alive. But probably won’t, she lives with her parents, they have a security system set up."""
Joe_List_3,"""She’s always lived with her parents, she’s never moved out, she’s never been married. She had the wrong worst fear."""
John_Mulaney,"""We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months."""
John_Mulaney,"""And I said, 'Of course I did! On an unrelated note, I’m going to walk out the front door right now.'"""
John_Mulaney,"""It was charitable, but it was also fast and violent, because I was throwing boxes at people."""
John_Mulaney,"""How do I write that on my taxes? 'Dear IRS, please deduct from my federal income tax one XXL Billabong T-shirt from youth. It was too big. My mom said it could be a sleep shirt. Please deduct this from my 2017 income.'"""
John_Mulaney,"""So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge."""
John_Mulaney,"""Why don’t you give me a candle for looking in the mirror and a floppy hat and I’ll tremble off to bed in my long Victorian nightgown?"""
John_Mulaney,"""Was there ever even a ghost, Mother, or was the dead Victorian girl you saw just me all along?"""
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger. Yeah, the hottest ticket in town. The Bruno Mars of assemblies."
John_Mulaney_2,You are told never to talk to an adult that you don’t know and you are told this by an adult that you don’t know.
John_Mulaney_2,"We had the same Stranger Danger speaker every year when I was a kid, his name was Detective JJ Bittenbinder. Go ahead and laugh. His name is ridiculous."
John_Mulaney_2,He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive. And they may just have to kill you over it.
John_Mulaney_2,"Okay, c’est la vie, go be kids, go have fun."
John_Mulaney_2,"Bittenbinder came every year. By the way, Detective JJ Bittenbinder wore three-piece suits. He also wore a pocket watch. Two years in a row, he wore a cowboy hat. He also had a huge handlebar mustache. None of that matters, but it’s important to me that you know that."
John_Mulaney_2,"""He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti."""
John_Mulaney_2,"""He was the weirdest goddamn person I ever saw in my entire life. He was a man most acquainted with misery. He could look at a child and guess the price of their coffin."""
John_Mulaney_3,"""I was afraid that the Best Buy guy was going to be mad at me, so I bought an HDMI cable."""
John_Mulaney_3,"""He takes it, he scans it, he says, 'Do you have a Best Buy Rewards card?' And I said, 'No, I wish!'"""
John_Mulaney_3,"""And then my wife said, 'Jesus Christ!' And fully walked away from me. Walked all the way to the laser printers and just stood there, Blair Witch style."""
John_Mulaney_3,"""Even though I had just said it was my greatest wish in life. I was hoping he’d believe me, that it was secretly my great wish but that I’m in an abusive marriage with little Miss Jesus Christ over here so I can’t ask for the things I want in public."""
John_Mulaney_3,"""At home, at night, we argue about it and I’m like, 'You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.' She’s like, 'Jesus Christ, you’re never going to get that Best Buy Rewards card!'"""
Jimmy_Yang,"""Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping."""
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful."""
Jimmy_Yang,"""She’s like, it makes my ass look better. I’m like, your ass is at my eye level right now. Neither of us look good, OK? I look like a child, and you look like a child molester."""
Jimmy_Yang,"""I’m 5′ 5″. I just go to concerts to smell other people’s armpits. I’m like what the fuck’s the point of this?"""
Jimmy_Yang,"""She was having the time of her life, doing whatever tall people do at concerts, you know, jumping around, obstructing other people’s views, seeing everything."""
Jimmy_Yang,"""So I just looked up at her, I was like, hey! Pick me up. This is bullshit. I paid for these tickets, OK? I want to see Billy Eilish, too. Come on."""
Jimmy_Yang_2,"""But my parents, they’re like negative 9 generation, because they’re so frickin’ Chinese."""
Jimmy_Yang_2,"""First of all, old Asian people, they don’t watch TV. They judge the TV."""
Jimmy_Yang_2,"""He’s wearing his, like, old Asian man costume, which is just a wife beater and tighty-whiteys."""
Jimmy_Yang_2,"""Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that comes after. It’s just like, achoo! Oh! Ay, shit. Oh!"""
Jimmy_Yang_2,"""I’m like, what the fuck, Dad, just have an orgasm? What was that?"""
Jimmy_Yang_2,"""And he doesn’t understand what I’m saying half the time. He’s like, oh, there’s an orgasm. OK, the orga– orgasm."""
Jimmy_Yang_3,"""After I hooked up with this one girl, this is what she said to me. She was like, Jimmy, I don’t know how to tell you this, but you’re the first Asian guy I’ve ever been with. I’m like, OK. What do you want, a fortune cookie?"""
Jimmy_Yang_3,"""She acted like she just unlocked a new character on Street Fighter or some shit."""
Jimmy_Yang_3,"""She was like, Jimmy, um, I’m just glad the stereotype’s not true. You don’t have a small penis. I’m like, bitch, you understand you just insulted my entire race of people? But thank you."""
Jimmy_Yang_3,"""First of all, thank you for thinking that I did have a small penis, and we still had sex. You’re the real MVP. You get two fortune cookies tonight, miss."""
Jimmy_Yang_3,"""Everybody should have average dick until proven guilty. I don’t care how tall you are, what ethnicity you are, how big your hands are. Everybody should start at average dick, 8 inches. And we go from there."""
Louis_CK,"""I was talking to my friend the other day about Jesus… uh, Christ, and, um… I don’t remember why, but I happened to mention that Jesus was Jewish and my friend said, 'He was?'"""
Louis_CK,"""And I said, that’s okay, it already all happened. Doesn’t matter where you think."""
Louis_CK,"""Dude, Jesus couldn’t be Jewish. Think about it."""
Louis_CK,"""You fucking think about it, you idiot. What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic?"""
Louis_CK,"""Okay, Jesus was Catholic and he had a gold chain with a cross. And when they nailed him up, he was like, 'Oh, that’s why we have those!'"""
Louis_CK_2,"""That finally makes sense. I didn’t even know. Oh, fuck, that’s me! I’m the little guy on it!"""
Louis_CK_2,"""Dogs are so dumb, it’s fucking tragic. It’s sad how dumb they are."""
Louis_CK_2,"""You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like… 'I know you! Ha!'"""
Louis_CK_2,"""They’re so stupid! Incredibly stupid animals. They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally."""
Louis_CK_2,"""You ever throw a ball for your dog and your dog gets the ball and brings it, and then you throw the ball again, and the dog brings it. And then one of the times you throw the ball, the dog looks at you like, 'I didn’t see what happened. I’m sorry, I… I don’t know anything now. Please help.'"""
Louis_CK_2,"""So you point at the ball, 'There it is, right there. It’s right there.' And the dog just looks at your finger ’cause there’s just no way he’s gonna get this concept that there’s an invisible line… …that he can follow with his imagination."""
Louis_CK_3,"People always ask me when I walk my dog in New York, 'That’s a beautiful dog. Is she a rescue?' I’m like, 'No, she’s very expensive. Please don’t touch her.'"
Louis_CK_3,"I did rescue a dog last year, and it bit everyone in my life, so I un-rescued it, and I bought a dog that works."
Louis_CK_3,"In New York, everybody rescues their dogs, like, 'I rescued this dog. I rescued her. She has no eyes and she’s dead.'"
Louis_CK_3,"I’d rather be in Auschwitz than in New York City. Honestly, I would. I mean — I mean Auschwitz now. I mean, today Auschwitz. Not back when it was open. I mean, now — it’s nice now. There’s a gift shop."
Louis_CK_3,"If you could have told those people back then, 'People are going to buy tickets to come here. Wrap your head around that. Jew.'"
Louis_CK_3,"That’s what we say about the Holocaust: Never again, ’cause they killed six million Jews. If they only killed, like, 10,000, would it be like, 'Okay, two more times, and then taper off because it’s a little much.'"
Nate_Bargatze,"""Did you name her after Harper Lee, the author of To Kill a Mockingbird? And, you know, I’ve never thought about an author a day in my life, so… That never occurred to me."""
Nate_Bargatze,"""I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird. And then, you could be like, 'Is your house on fire? I’ve never seen someone cry this much. It’s over nothing.'"""
Nate_Bargatze,"""She wants to be a YouTuber, which, as a comedian, makes me furious."""
Nate_Bargatze,"""It’s just her sitting there going, 'Hey, guys, what’s going on?' 'Click the links below, subscribe, leave a comment.' None of this is anywhere but my phone. I got 90 hours of this. It’s not on YouTube. Me and her mom are the only subscribers."""
Nate_Bargatze,"""She watches just a kid that’s like, 'Hey, you don’t have this toy, I do.' 'You want to see me open it?' It’s got five billion views. It looks like we buy her nothing, like, we just show her. 'If you wanna watch a kid have fun, but you’ll never have fun in this house!'"""
