comedian,model,truth,score
Donald_Glover,"I was babysitting this kid once, this mean kid, and I remember the first time I saw him, I opened the door and there were tears streaming down his face, tears streaming down his face, but he wasn’t crying.",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,He wasn’t crying.,He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"Just tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid?",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,What’s going on with this kid?,He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"I found out later that his parents were very organic and they wouldn’t let him have any sugar, they wouldn’t let him have any candy.",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,He would… The sweetest thing he was allowed was mints.,He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,He was just allowed to have mints.,He was just allowed to have mints. So he would steal mints by the handful.,0.075
Donald_Glover,So he would steal mints by the handful.,He was just allowed to have mints. So he would steal mints by the handful.,0.225
Donald_Glover,So his breath was so fresh… the vapors from his own mouth made his eyes water.,He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It was crazy.",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"I would take him to the park, right?",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"Washington Square Park, and all the babysitters in New York for some reason are Trinidadian.",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,They’re all Trinidadian babysitters.,He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"And I would take him to the park and I was the only boy there, you know, I was hanging out.",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"You know, they were cool.",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"You know, we’d trade jerk- chicken recipes and stuff.",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"And he… he was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey!",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"You leave that little girl alone.” And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am a grown-up, you will respect me.” And he goes, “Suck my d!ck!” And the lady goes… I shit you not… The lady goes, “Someone betta get this little niglet away from me.”",He was just allowed to have mints. So he would steal mints by the handful.,0.0
Donald_Glover,"I was babysitting this kid once, this mean kid, and I remember the first time I saw him, I opened the door and there were tears streaming down his face, tears streaming down his face, but he wasn’t crying.",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,He wasn’t crying.,So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"Just tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid?",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,What’s going on with this kid?,So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"I found out later that his parents were very organic and they wouldn’t let him have any sugar, they wouldn’t let him have any candy.",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,He would… The sweetest thing he was allowed was mints.,So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,He was just allowed to have mints.,So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,So he would steal mints by the handful.,So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,So his breath was so fresh… the vapors from his own mouth made his eyes water.,So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.925
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It was crazy.",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"I would take him to the park, right?",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"Washington Square Park, and all the babysitters in New York for some reason are Trinidadian.",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,They’re all Trinidadian babysitters.,So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"And I would take him to the park and I was the only boy there, you know, I was hanging out.",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"You know, they were cool.",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"You know, we’d trade jerk- chicken recipes and stuff.",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"And he… he was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey!",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"You leave that little girl alone.” And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am a grown-up, you will respect me.” And he goes, “Suck my d!ck!” And the lady goes… I shit you not… The lady goes, “Someone betta get this little niglet away from me.”",So his breath was so fresh... the vapors from his own mouth made his eyes water.,0.0
Donald_Glover,"I was babysitting this kid once, this mean kid, and I remember the first time I saw him, I opened the door and there were tears streaming down his face, tears streaming down his face, but he wasn’t crying.","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,He wasn’t crying.,"And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"Just tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid?","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,What’s going on with this kid?,"And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"I found out later that his parents were very organic and they wouldn’t let him have any sugar, they wouldn’t let him have any candy.","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,He would… The sweetest thing he was allowed was mints.,"And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,He was just allowed to have mints.,"And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,So he would steal mints by the handful.,"And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,So his breath was so fresh… the vapors from his own mouth made his eyes water.,"And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It was crazy.","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"I would take him to the park, right?","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"Washington Square Park, and all the babysitters in New York for some reason are Trinidadian.","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,They’re all Trinidadian babysitters.,"And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"And I would take him to the park and I was the only boy there, you know, I was hanging out.","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.7
Donald_Glover,"You know, they were cool.","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"You know, we’d trade jerk- chicken recipes and stuff.","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"And he… he was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey!","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"You leave that little girl alone.” And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am a grown-up, you will respect me.” And he goes, “Suck my d!ck!” And the lady goes… I shit you not… The lady goes, “Someone betta get this little niglet away from me.”","And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, they were cool.",0.0
Donald_Glover,"I was babysitting this kid once, this mean kid, and I remember the first time I saw him, I opened the door and there were tears streaming down his face, tears streaming down his face, but he wasn’t crying.","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,He wasn’t crying.,"You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"Just tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid?","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,What’s going on with this kid?,"You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"I found out later that his parents were very organic and they wouldn’t let him have any sugar, they wouldn’t let him have any candy.","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,He would… The sweetest thing he was allowed was mints.,"You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,He was just allowed to have mints.,"You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,So he would steal mints by the handful.,"You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,So his breath was so fresh… the vapors from his own mouth made his eyes water.,"You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It was crazy.","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"I would take him to the park, right?","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"Washington Square Park, and all the babysitters in New York for some reason are Trinidadian.","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,They’re all Trinidadian babysitters.,"You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"And I would take him to the park and I was the only boy there, you know, I was hanging out.","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"You know, they were cool.","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"You know, we’d trade jerk- chicken recipes and stuff.","You know, we'd trade jerk- chicken recipes and stuff.",0.95
Donald_Glover,"And he… he was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey!","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"You leave that little girl alone.” And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am a grown-up, you will respect me.” And he goes, “Suck my d!ck!” And the lady goes… I shit you not… The lady goes, “Someone betta get this little niglet away from me.”","You know, we'd trade jerk- chicken recipes and stuff.",0.0
Donald_Glover,"I was babysitting this kid once, this mean kid, and I remember the first time I saw him, I opened the door and there were tears streaming down his face, tears streaming down his face, but he wasn’t crying.","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,He wasn’t crying.,"And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"Just tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid?","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,What’s going on with this kid?,"And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"I found out later that his parents were very organic and they wouldn’t let him have any sugar, they wouldn’t let him have any candy.","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,He would… The sweetest thing he was allowed was mints.,"And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,He was just allowed to have mints.,"And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,So he would steal mints by the handful.,"And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,So his breath was so fresh… the vapors from his own mouth made his eyes water.,"And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It was crazy.","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"I would take him to the park, right?","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"Washington Square Park, and all the babysitters in New York for some reason are Trinidadian.","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,They’re all Trinidadian babysitters.,"And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"And I would take him to the park and I was the only boy there, you know, I was hanging out.","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"You know, they were cool.","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"You know, we’d trade jerk- chicken recipes and stuff.","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"And he… he was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey!","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"You leave that little girl alone.” And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am a grown-up, you will respect me.” And he goes, “Suck my d!ck!” And the lady goes… I shit you not… The lady goes, “Someone betta get this little niglet away from me.”","And he goes, ""Shut up."" And she goes, ""Don't you talk to me like that, I am a grown-up, you will respect me.""",0.0
Donald_Glover,"I was babysitting this kid once, this mean kid, and I remember the first time I saw him, I opened the door and there were tears streaming down his face, tears streaming down his face, but he wasn’t crying.",And the lady goes... I shit you not...,0.0
Donald_Glover,He wasn’t crying.,And the lady goes... I shit you not...,0.0
Donald_Glover,"Just tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid?",And the lady goes... I shit you not...,0.0
Donald_Glover,What’s going on with this kid?,And the lady goes... I shit you not...,0.0
Donald_Glover,"I found out later that his parents were very organic and they wouldn’t let him have any sugar, they wouldn’t let him have any candy.",And the lady goes... I shit you not...,0.0
Donald_Glover,He would… The sweetest thing he was allowed was mints.,And the lady goes... I shit you not...,0.0
Donald_Glover,He was just allowed to have mints.,And the lady goes... I shit you not...,0.0
Donald_Glover,So he would steal mints by the handful.,And the lady goes... I shit you not...,0.0
Donald_Glover,So his breath was so fresh… the vapors from his own mouth made his eyes water.,And the lady goes... I shit you not...,0.0
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed… It was crazy.",And the lady goes... I shit you not...,0.0
Donald_Glover,"I would take him to the park, right?",And the lady goes... I shit you not...,0.0
Donald_Glover,"Washington Square Park, and all the babysitters in New York for some reason are Trinidadian.",And the lady goes... I shit you not...,0.0
Donald_Glover,They’re all Trinidadian babysitters.,And the lady goes... I shit you not...,0.0
Donald_Glover,"And I would take him to the park and I was the only boy there, you know, I was hanging out.",And the lady goes... I shit you not...,0.0
Donald_Glover,"You know, they were cool.",And the lady goes... I shit you not...,0.0
Donald_Glover,"You know, we’d trade jerk- chicken recipes and stuff.",And the lady goes... I shit you not...,0.0
Donald_Glover,"And he… he was just a mean-spirited kid, like, he kind Of… Like, he watched HBO just a little too early and was just kind of a mean kid in general, so he would just come through and just…He wanted to get to his slide, so he just pushed over this little girl, she fell over, and her Trinidadian babysitter comes over and goes, “Hey!",And the lady goes... I shit you not...,0.0
Donald_Glover,"You leave that little girl alone.” And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am a grown-up, you will respect me.” And he goes, “Suck my d!ck!” And the lady goes… I shit you not… The lady goes, “Someone betta get this little niglet away from me.”",And the lady goes... I shit you not...,0.0
Donald_Glover_2,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about… “Oh, this is awful, this is so messed up.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.725
Donald_Glover_2,"I can’t believe this happened so close to us.” And she goes, “Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"I have no problem.” Uh… Two things, lady.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"Number one, he’s a rapist.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,So his tolerance for gross stuff is probably pretty high.,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,It’s probably pretty high.,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,Number two… you can shit on command?,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"Like, you can just… You can just poop whenever you want to?","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,Just be like… Hyah!,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"He’s like, “Oh God, no!” Like… You can poop whenever you want?","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"Like, you got… You’re a national treasure.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"Like, you can… You got more superpowers than Shaft if you can poop whenever you want.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"That’s amazing, okay?","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"No, I can’t poop whenever I want.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"Somebody can run down… down the stage right now and pull out a gun and be like, “Shit yourself!","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"Poop yourself right now!” I’d be like, “Blow my head off.” I can’t do it, I can’t do it, I’m not… Me and my butt are, like, always on the third date, I feel like.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"I feel like, me, I’m always like, come on, let’s… hurry up, let’s do this.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"And my butt’s always like, stop rushing me, when the time is right.","I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,I’m not in love yet.,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,That was me in a domestic dispute with my… with my butt.,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about... ""Oh, this is awful, this is so messed up. I can't believe this happened so close to us.""",0.0
Donald_Glover_2,"I was hanging out in my neighborhood and this girl was jogging and we started talking about a rape that had happened in the neighborhood, and we were talking about… “Oh, this is awful, this is so messed up.","""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,"I can’t believe this happened so close to us.” And she goes, “Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will.","""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,"I have no problem.” Uh… Two things, lady.","""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,"Number one, he’s a rapist.","""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,So his tolerance for gross stuff is probably pretty high.,"""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,It’s probably pretty high.,"""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,Number two… you can shit on command?,"""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,"Like, you can just… You can just poop whenever you want to?","""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,Just be like… Hyah!,"""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,"He’s like, “Oh God, no!” Like… You can poop whenever you want?","""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,"Like, you got… You’re a national treasure.","""Yes, I will. I have no problem.""",0.0
Donald_Glover_2,"Like, you can… You got more superpowers than Shaft if you can poop whenever you want.","""Yes, I will. I have no problem.""",0.0
