comedian,sentence
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?"
Nate_Bargatze_2,"It\'s a whole new... I mean, it\'s unbelievable. They bring it home, you gotta watch a 40-minute YouTube video on Common Core math."
Nate_Bargatze_2,Oh! Just do that at the top. I don\'t even know what we\'re doing.
Nate_Bargatze_2,It\'s a long way to get at the same answer.
Nate_Bargatze_TK,"It goes clown, then magic."
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat
Nate_Bargatze_TK,"Like, he couldn't sit normal, so his head was bent to the side."
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?
Nate_Bargatze_TK_2,Let’s do it without it.
Nate_Bargatze_TK_2,"You know? He has a body that you’re like, ‘Put your jacket on backwards. Flip it around.’"
Nate_Bargatze_TK_2,"Yeah, that’s my fault. I didn’t… How’s your back worse than your front?"
Russell_Peters,"Look, you’re a 48-year-old Indian man. I’m like, that’s really fucking racist, but since you asked, I have acid reflux."
Russell_Peters,There’s no way you can be Indian and not have fucking acid reflux.
Russell_Peters,"You know exactly who has it. You got it, don’t you, yellow guy?"
Russell_Peters,"I’m looking at all of you, especially all the pudgy guys. You know exactly who has it."
Russell_Peters_2,"Identical twins are the only people that should be twins.""\n- ""I started getting scared when I thought my girlfriend was going to have twins."
Russell_Peters_2,"These are my boys, it’s Pete and Repeat"
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone."
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away."
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here"
Sam_Morril,It’s hard not to drink man. It’s very hard. I work in a place where there’s a bar every night. I’ve been trying to be good. It’s very difficult.
Sam_Morril,"I brought my Wilson racket and everything. You tell me to replace an addiction with cardio, that’s very helpful."
Sam_Morril_2,"Isn’t that weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials?"
Sam_Morril_2,"There at the end, it just says, ‘Wouldn’t kill you to carry a pack,’ you know?"
Sam_Morril_2,"I’m two to three abortions away from Diamond Medallion status, so… I’m losing some of you, but I’m gonna take it a step further here."
Sam_Morril_2,"I got greedy, guys, I did."
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world.
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’"
Trevor_Noah,I know you want me. You know I want you.
Trevor_Noah,I don’t want dance with you. Please!
Trevor_Noah,"Hey, you don’t gotta be such a bitch!"
Trevor_Noah_2,You can\'t do normal things with that voice. You are destined for greatness.
Trevor_Noah_2,"It just doesn\'t work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh. Because everyone thought a man who had been in jail for 27 years couldn\'t make a joke."
Trevor_Noah_2,"Everything he did, he’d just be like, ‘Ah, knock, knock.’ People would be like, ‘Let him in. Let him in!’ ‘No. No'"
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out."
Tom_Segura,We just need to go get it. 
Tom_Segura,That\'s what\'s up.
Tom_Segura,Can we get a description before we agree to terms? How about a height and weight on old mom?
Tom_Segura_2,"I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge."
Tom_Segura_2,"Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid. You’re like, “I’m in trouble."
