comedian,sentence
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!"
Hasan_Minhaj,"It’s why we become cardiologists and win spelling bees."""
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins."""
Hasan_Minhaj_2,Getting into Stanford.
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom."
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?"
Hasan_Minhaj_2,"Hanson, this is not funny."
Hasan_Minhaj_2,"Whatever, it’s not going to happen."
Iliza_Shlesinger,"Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships."
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer."
Iliza_Shlesinger,"In your 30s… In your 30s, homeboy knocks on the door, you open it, you’re in combat boots, nothing else, and a garbage can on fire, you’re, like, “Welcome to Fuckdome, Scott.” Ticket',"
Iliza_Shlesinger_2,"You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime."
Iliza_Shlesinger_2,"You don’t want to go, like, super hardcore sexy the first time a guy’s coming over. Just relax."
Iliza_Shlesinger_2,You don’t want to wear nipple tassels.
Iliza_Shlesinger_2,"The blood’s gonna go from here to his dick, he’s gonna impale himself, he’s gonna sue you, and you ain’t got no money."
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.
Jim_Gaffigan,Aw. Look at you try.
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…”\n* ""Good show.” “You nailed it.” I don’t care. I like to eat! I like to eat."
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is."""
Jim_Gaffigan,"Well, you must love to cook. Look, I like to sleep. It doesn’t mean I wanna build a bed"
Jim_Gaffigan_2,I have friends that are mentally ill.
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn’t know it was his birthday. The dog didn’t know it had a birthday.
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?"
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21! I can legally drink!”"
Joe_List,It’s one doctor. He knows all three body parts.
Joe_List,"“Ear, nose, throat. “Who do ya need?”"
Joe_List,And they all kinda.
Joe_List,"I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying “tin-uh-dus.”"
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”
Joe_List_2,"You feel better than everybody behind you, don’t you?"
Joe_List_2,"What a fucking idiot back there. Embarrassing, loser."
Joe_List_2,"The whole flight he’s like. [yawns] For like five hours. [yawns] I wanted him to die, I swear to God."
Joe_List_2,"First of all, you don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that."
Joe_List_2,You’re gonna die!
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months."
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”"
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at people."
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.
John_Mulaney_2,"Very sorry, Radio City, did that make you uncomfortable? Well, guess what? You’re adults and he’s not even here. So try being seven years old and you’re sitting five feet away from him."
John_Mulaney_2,"He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive. [audience laughing',"
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping."
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful."
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my',"
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him."
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV."
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–"
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that',"
Louis_CK,He was?
Louis_CK,Yeah. Jesus was Jewish.
Louis_CK,I don’t think so.
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it."
Louis_CK,"You fucking think about it, you idiot. What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic?"
Louis_CK,"Okay, Jesus was Catholic and he had a gold chain with a cross. And when they nailed him up, he was like, “Oh, that’s why we have those!"
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid!"
Louis_CK_2,"Incredibly stupid animals. They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally."
Nate_Bargatze,"I’ve never thought about an author a day in my life, so… That never occurred to me."
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird."
Nate_Bargatze,"You could be like, “Is your house on fire?” I’ve never seen someone cry this much. It’s over nothing."
Nate_Bargatze_2,"They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?” I don’t even know if that’s true, but…"
Nate_Bargatze_2,"Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it."""
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order."
Nate_Bargatze_TK,I thought everybody’s dad was a clown.
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent to the side."
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he’s just like…"
Nate_Bargatze_TK,"I like to think about all the other people that saw that.',"
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday."
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt."
Russell_Peters,What do you mean what else is wrong with me?
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux."
Russell_Peters,"You know exactly who has it. You got it, don’t you, yellow guy?"
Russell_Peters,Because there is no way you can be Indian and not have fucking acid reflux.
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus."
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat."
Russell_Peters_2,"Identical twins are the only people that should be twins.""\n- ""I started getting scared when I thought my girlfriend was going to have twins."
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though."
Sam_Morril,"And I was like, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s'"
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal."
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’t kill you',"
Trevor_Noah,You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark."
Trevor_Noah,"But what happens is, I’ll be sleeping. And in the middle of the night, I’ll be woken up by the need to pee. And whenever that',"
Trevor_Noah_2,"And a Kit Kat, please."
Trevor_Noah_2,Who the hell is this?
Trevor_Noah_2,I’m not telling you.
Trevor_Noah_2,"Ah, knock, knock."
Trevor_Noah_2,"Let him in. Let him in!"""
Trevor_Noah_2,"""No. No, no. You must say, ‘Who’s there?\'"
Trevor_Noah_2,"He is so right. We’ve always got to ask, ‘Who’s there?’ Who’s here? Who are we?’ Oh, my God"
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out."
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?
Tom_Segura,"Let’s go get it.” He goes, “I’ll go get it. You stay here and watch my place.” And I was like… “Okay."
Tom_Segura,"That’s what’s up.” -Like, yeah, man. Pow.*"
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?"
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives"
Tom_Segura_2,"You are lord of the elevator shaft. You get to decide, like a king with his drawbridge."
Tom_Segura_2,"And you can watch people walk up and be like, “Mm-mm.” -And you hit that."
