comedian,sentence
Hasan_Minhaj_2,"I know, getting into Stanford."
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?"
Hasan_Minhaj_2,"Hanson, this is not funny."
Hasan_Minhaj_2,"Whatever, it\'s not going to happen. He can\'t do this."
Iliza_Shlesinger,It’s the most exciting part of the relationship.
Iliza_Shlesinger,"You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family."
Iliza_Shlesinger,"Welcome to Fuckdome, Scott."
Iliza_Shlesinger,"It’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have."
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay."
Iliza_Shlesinger_2,No means no.
Iliza_Shlesinger_2,"It’s frustrating. You know, girls, it’d be like if you have the worst day, you came home to your boyfriend, like… ‘I had the worst day. I got fired, and… I cried in front of everyone and… I ate that French fry from my car. It was just such a hard day.’ Your boyfriend’s like, ‘Aw, babe.You want to talk about it?"
Jim_Gaffigan,"That doesn\'t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, \'We got nothing for you. And you can\'t use our bathroom"
Jim_Gaffigan,I like to sleep. It doesn\'t mean I wanna build a bed.
Jim_Gaffigan,I know where the food is.
Jim_Gaffigan,"Look, I like to cook. Look, I like to sleep."
Jim_Gaffigan_2,"That’s not how dogs keep track of time. If you have a dog, you know they don’t keep track of time."
Jim_Gaffigan_2,"Someone made that up and we just went along with it.There’s not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’ That’s not how dogs keep track of time"
Jim_Gaffigan_2,One year equals seven for doggies?
Joe_List,"I\'m Bill, this is Susan, and Ted. ""Ear, nose, throat. ""Who do ya need?"
Joe_List,"I have an ear issue called, tinnitus, or tin-uh-dus."
Joe_List,This guy\'s a fake ass fucking retard doctor. It\'s pronounced t-ah-n-i-tus.
Joe_List,"Oh, I guess it\'s pronounced tin-uh-dus."
Joe_List,"This gentleman is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word."
Joe_List,"Tomato, to-mah-to."
Joe_List_2,You\'re like what a fucking idiot back there.
Joe_List_2,"I was on a plane the other day. I hated the guy behind me. He kept yawning out loud, the whole flight"
Joe_List_2,"I wanted him to die, I swear to God."
Joe_List_2,"It\'s like, if you were hungry on a plane, you were like, I\'m hungry."
Joe_List_2,"Don\'t fall for it, it\'s a trap."
John_Mulaney,"It\'s good to give to charities, you know."
John_Mulaney,"Of course I did! On an unrelated note, I\'m going to walk out the front door right now."
John_Mulaney,This one\'s shirts. I got a bunch of shirts! Take \'em away!
John_Mulaney,"Well, if it\'s too big you can just wear it as a sleep shirt."
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I\'ll just go to bed in a smock like goddamn Ebenezer Scrooge."
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger."
John_Mulaney_2,The Bruno Mars of assemblies.
John_Mulaney_2,Detective JJ Bittenbinder. He was from the Chicago Police Department.
John_Mulaney_2,"He was a child homicide expert and… -[audience is silent] -Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable?"
John_Mulaney_2,ome adults find you incredibly attractive. And they may just have to kill you over it.
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping."
Jimmy_Yang,I’m 5′ 5″. I just go to concerts to smell other people’s armpits.
Jimmy_Yang,Are you guys aware of that? I’m 5′ 5″. I just go to concerts to smell other people’s armpits.
Jimmy_Yang,"I was frustrated. I had enough. So I just looked up at her, I was like, hey! Pick me up!"
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV"
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?\"
Jimmy_Yang_2,He doesn’t understand what I’m saying half the time.
Jimmy_Yang_2,"He’s like, oh, there’s an orgasm. OK, the orga– orgasm."
Jimmy_Yang_2,"I’m like first generation. But my parents, they’re like negative 9 generation, because they’re so frickin’ Chinese."
Louis_CK,He was?
Louis_CK,I don\'t think so.
Louis_CK,"That\'s okay, it already happened."
Louis_CK,"Dude, Jesus couldn\'t be Jewish. Think about it."
Louis_CK,"Oh, that\'s why we have those!"
Louis_CK_2,"Dogs are so dumb, it’s fucking tragic."
Louis_CK_2,They’re so stupid! Incredibly stupid animals.
Louis_CK_2,"I didn’t see what happened. I’m sorry, I… I don’t know anything now. Please help."
Louis_CK_2,"There it is, right there. It’s right there."
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?"
Nate_Bargatze,"I love having a kid. We… I love when kids cry, it’s just innocent."""
Nate_Bargatze,"She’s on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time."""
Nate_Bargatze,It’s not on YouTube. Me and her mom are the only subscribers.
Nate_Bargatze,She just watches kids playing with toys. 
Nate_Bargatze_2,Homework\'s fun.
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?"
Nate_Bargatze_2,It\'s a whole new math.
Nate_Bargatze_2,"I don\'t even know if that\'s true, but… It\'s just a new math."
Nate_Bargatze_2,Oh! Just do that at the top. I don\'t even know what we\'re doing.
Nate_Bargatze_2,It\'s a long way to get at the same answer.
Nate_Bargatze_TK,"It goes clown, then magic."
Nate_Bargatze_TK,That’s just how he left. How else would he come home?
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.
Nate_Bargatze_TK,"Like, he couldn’t sit normal, so his head was bent to the side."
Nate_Bargatze_TK,I didn’t even know they hung out like that.
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?
Nate_Bargatze_TK_2,Let’s do it without it.
Nate_Bargatze_TK_2,"Your back, and you’re like, ‘Put your jacket on backwards. Flip it around.’"
Nate_Bargatze_TK_2,"Yeah, that’s my fault. I didn’t… How’s your back worse than your front?"
Russell_Peters,"Look, you’re a 48-year-old Indian man. I’m like, that’s really fucking racist, but since you asked, I have acid reflux."
Russell_Peters,There’s no way you can be Indian and not have fucking acid reflux.
Russell_Peters,"I’m looking at all of you, especially all the pudgy guys. You know exactly who has it. You got it, don’t you, yellow guy?"
Russell_Peters,"I know, I have it, but I don’t want to say because my shirt looks like turmeric,"
Russell_Peters_2,The only people that should be twins are the ones that are identical.
Russell_Peters_2,I started getting scared when I thought my girlfriend was going to have twins.
Russell_Peters_2,"These are my boys, it\'s Pete and Repeat."
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone"
Russell_Peters_2,"Look at how good my balls are. Look, look."
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away. You lift up your balls, sponsored by Xerox"
Sam_Morril,I\'ll drink it.
Sam_Morril,"That\'s not how I want to think about it, you know?"
Sam_Morril,"I have a negative-one rapes, so, you know."
Sam_Morril,It\'s hard not to drink man.
Sam_Morril,I work in a place where there\'s a bar every night. I\'ve been trying to be good.
Sam_Morril,That\'s a very helpful example.
Sam_Morril,That\'s so much better than crack.
Sam_Morril,"Thanks, we didn\'t know."
Sam_Morril_2,"Isn’t that weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials?"
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial."
Sam_Morril_2,"I’m two to three abortions away from Diamond Medallion status, so… I’m losing some of you, but I’m gonna take it a step further here. I think you should get extra SkyMiles points with an abortion,"
Trevor_Noah,I\'m not particularly comfortable in the house at night by myself.
Trevor_Noah,What I\'m trying to say is I\'m afraid of the dark.
Trevor_Noah,"Whenever that happens, I\'m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose my sleep? Or do I leave the lights off and shit myself?"
Trevor_Noah,"I feel safe, like even if there\'s a monster under the bed, he\'d be like, \'Is that a Russian?\' There\'s just something about that'"
Trevor_Noah_2,"And a Kit Kat, please."
Trevor_Noah_2,I\'m not telling you.
Trevor_Noah_2,Who\'s there? Who\'s there? Who\'s here? Who are we?
Trevor_Noah_2,"Ah, knock, knock."
Trevor_Noah_2,Let him in. Let him in!
Trevor_Noah_2,"No. No, no. You must say, \'Who\'s there?\"
Trevor_Noah_2,"He is so right. We\'ve always got to ask, \'Who\'s there?\' Who\'s here? Who are we?"
Tom_Segura,"Oh, shit. Yeah."
Tom_Segura,We could go do that.
Tom_Segura,All right. Cool.
Tom_Segura,Let\'s go get it.
Tom_Segura,I\'ll go get it. You stay here and watch my place
Tom_Segura,"There\'s a .357 and a shotgun on my bed. Anybody comes in here, blast ’em."
Tom_Segura,That\'s what\'s up.
Tom_Segura_2,"I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge."
Tom_Segura_2,"Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid. You’re like, “I’m in trouble.”"
