comedian,sentence
John_Mulaney_2,"He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti."""
Jimmy_Yang,That’s how we do that parking lot pimping.
Jimmy_Yang,You’re already five inches taller than me. Why the fuck are you wearing heels?
Jimmy_Yang,"I’m like, your ass is at my eye level right now. Neither of us look good, OK?"
Jimmy_Yang,I just go to concerts to smell other people’s armpits.
Jimmy_Yang_2,"Old Asian people, they don’t watch TV. They judge the TV."
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–He’s made some random noises around the house."
Jimmy_Yang_2,"It’s just like, achoo! Oh! Ay, shit.Oh! I’m like, what the fuck, Dad, just have an orgasm? What was that?"
Louis_CK,He was?
Louis_CK,I don\'t think so.
Louis_CK,"That\'s okay, it already happened."
Louis_CK,"You fucking think about it, you idiot."
Louis_CK,"What d– What was he then? You\'re… What, was he Presbyterian? What was he? Catholic? Okay, Jesus was Catholic and he had a gold chain with a cross."
Louis_CK,That finally makes sense. I didn\'t even know.
Louis_CK_2,It’s fucking tragic.
Louis_CK_2,Incredibly stupid animals.
Louis_CK_2,"I didn’t see what happened. I’m sorry, I… I don’t know anything now."
Louis_CK_2,"There it is, right there. It’s right there."
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?"
Nate_Bargatze,"I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird."
Nate_Bargatze,"She just sits there on her iPad a lot. You know, that’s the hard part. You got to get these kids off… You don’t want technology all the time."
Nate_Bargatze,It’s not on YouTube. Me and her mom are the only subscribers.
Nate_Bargatze_2,Homework’s fun.
Nate_Bargatze_2,"Okay, learning it earlier than we used to, huh?"
Nate_Bargatze_2,It’s a whole new math.
Nate_Bargatze_2,"I don’t even know if that’s true, but… It’s just a new math."
Nate_Bargatze_2,Oh! Just do that at the top. I don’t even know what we’re doing.
Nate_Bargatze_2,It’s a long way to get at the same answer.
Nate_Bargatze_2,Do you mind coming in through the back door?
Nate_Bargatze_TK,"It goes clown, then magic."
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.
Nate_Bargatze_TK,"He had his seat belt on, and he’s just like… and I was like… I like to think about all the other people that saw that."
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?
Nate_Bargatze_TK_2,Let’s do it without it.
Nate_Bargatze_TK_2,"Your back, and you’re like, ‘Put your jacket on backwards. Flip it around.’"
Nate_Bargatze_TK_2,"Yeah, that’s my fault. I didn’t… How’s your back worse than your front?"
Russell_Peters,"That\'s really fucking racist, but since you asked, I have acid reflux."
Russell_Peters,There\'s no way you can be Indian and not have fucking acid reflux.
Russell_Peters,"I\'m looking at all of you, especially all the pudgy guys. You know exactly who has it."
Russell_Peters,"You got it, don\'t you, yellow guy?"""
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean."
Russell_Peters_2,"Look at how good my balls are. Look, look."
Russell_Peters_2,"My balls are so strong, they made one kid and then it made the exact same kid right away."
Sam_Morril,I just told a room full of people I got roofied. I did not see one concerned face in here.
Sam_Morril,"That\'s not how I want to think about it, you know? You don\'t want to think of yourself as a -block to some monster."""
Sam_Morril,"I prefer to think of myself as an accidental hero. I have a negative-one rapes, so, you know."
Sam_Morril,It\'s hard not to drink man. It\'s very hard.
Sam_Morril_2,"Isn’t that weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials?"
Sam_Morril_2,"Oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial."
Sam_Morril_2,"I’m two to three abortions away from Diamond Medallion status, so… I’m losing some of you, but I’m gonna take it a step further here. I think you should get extra SkyMiles points with an abortion,"
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. 
Trevor_Noah,"I feel safe, like even if there’s a monster under the bed, he’d be like, ‘Is that a Russian?’"
Trevor_Noah,I know you want me. You know I want you.
Trevor_Noah,I don’t want dance with you. Please!
Trevor_Noah,You want to see bitch?
Trevor_Noah_2,You can\'t do normal things with that voice.
Trevor_Noah_2,You can\'t be silly.
Trevor_Noah_2,It just doesn\'t work.
Trevor_Noah_2,"Everything he did, he’d just be like, ‘Ah, knock, knock.’"
Trevor_Noah_2,Who\'s there? Who\'s here? Who are we?
Tom_Segura,"Oh, shit. Yeah."
Tom_Segura,We could go do that.
Tom_Segura,Let\'s go get it.
Tom_Segura,I\'ll go get it. You stay here and watch my place.
Tom_Segura,That\'s what\'s up.
Tom_Segura,Can we get a description before we agree to terms?
Tom_Segura_2,"I was trying to figure out, “Why does this feel so good?” I think it’s a taste of power."
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid."
