comedian,sentence
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.
Nate_Bargatze_TK,"Like, he couldn’t sit normal, so his head was bent to the side."
Nate_Bargatze_TK,I remember it didn’t fit. The Easter Bunny head didn’t fit in the car.
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? It’s a week?
Nate_Bargatze_TK_2,Let’s do it without it.
Nate_Bargatze_TK_2,"Your back, and you’re like, ‘Put your jacket on backwards. Flip it around.’"
Nate_Bargatze_TK_2,"Yeah, that’s my fault. I didn’t… How’s your back worse than your front?"
Russell_Peters,"Look, you’re a 48-year-old Indian man. I’m like, that’s really fucking racist, but since you asked, I have acid reflux."
Russell_Peters,There’s no way you can be Indian and not have fucking acid reflux.
Russell_Peters,"You got it, don’t you, yellow guy? You do, do you."
Russell_Peters,"I know, I have it, but I don’t want to say because my shirt looks like turmeric."
Russell_Peters_2,The only people that should be twins are the identical twins.
Russell_Peters_2,I started getting scared when I thought my girlfriend was going to have twins.
Russell_Peters_2,I started settling into the idea because I started thinking of names for identical twins.
Russell_Peters_2,"If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate."
Russell_Peters_2,"These are my boys, it’s Pete and Repeat."
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone."
Sam_Morril,I\'ll drink it.
Sam_Morril,"That\'s not how I want to think about it, you know?"
Sam_Morril,"I have a negative-one rapes, so, you know."
Sam_Morril,It\'s hard not to drink man.
Sam_Morril,I work in a place where there\'s a bar every night. I\'ve been trying to be good.
Sam_Morril,That\'s a very helpful example.
Sam_Morril,That\'s so much better than crack.
Sam_Morril,"Thanks, we didn\'t know."
Sam_Morril_2,"Isn’t that weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials?"
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke."
Sam_Morril_2,"Wouldn’t kill you to carry a pack,"" you know? Marlboro: Just in Case."
Sam_Morril_2,"If there was ever a time. My friend just had one, and her boyfriend didn’t contribute to the cost, which I thought was not cool, you know?"
Trevor_Noah,"You know how I know this? I\'ve learned how to use the Russian accent for myself. I\'ve learned how to harness that energy and use it for good."""
Trevor_Noah,"I never know which one to go with. But what I started doing now is I leave the lights off and speak to myself in a Russian accent. It sounds crazy, but I feel safe."
Trevor_Noah,"The next time you\'re in a compromising position, you\'re at a bar, waiting for your drink. That creepy guy comes up and starts grinding on you from behind."
Trevor_Noah_2,You can\'t do normal things with that voice. You are destined for greatness.
Trevor_Noah_2,"You can\'t be silly. What are you making, prank phone calls?"
Trevor_Noah_2,"Who\'s there? Who\'s there? Who\'s here? Who are we?Ah, knock, knock. People would be like, \'Let him in. Let him in!\' \'No. No, no. You must say, \'Who\'s there?\' \'He is so right. We\'ve always got to ask, \'Who\'s there?\' Who\'s here? Who are we?"
Tom_Segura,You trying to get a sack?
Tom_Segura,We just need to go get it.
Tom_Segura,"There\'s a .357 and a shotgun on my bed. Anybody comes in here, blast ’em."
Tom_Segura,"That\'s what\'s up."""
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?"
Tom_Segura_2,"There’s “Hold Open,” and “Close.” And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you’re like… Sometimes, a second later it opens, and you’re like, “Fuck!” You get nervous energy, like you’re a kid. You’re like, “I’m in trouble'"
