comedian,sentence
Trevor_Noah_2,"Ah, knock, knock.' People would be like, 'Let him in. Let him in!"
Trevor_Noah_2,"No. No, no. You must say, 'Who's there?'' 'He is so right. We've always got to ask, 'Who's there?' Who's here? Who are we?' Oh, my God!"
Trevor_Noah_2,"It was because of that voice, the first black president voice"
Anthony_Jeselnik,"So poor I remember, just so I could go to my senior prom, I had to sell my U.S. passport on the street."
Anthony_Jeselnik,"Of course this was before 9/11 so… my bad, everybody."
Anthony_Jeselnik,My mom actually should've been on one of the planes that crashed on 9/11. I think.
Anthony_Jeselnik,My mom could be very racist. Very racist. And I do not tolerate racism. That's ignorance and I hate that.
Anthony_Jeselnik,"Anthony, who's your new friend? Is he a drug dealer?"" And I would say, ""Shut up, Mom, that's racist. Put your money away."
Anthony_Jeselnik,"Most of them are in jail, to be honest. And we never talk, write letters or any of that shit. 'Cause they're all in jail for the exact same thing. My testimony."
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office."
Joe_List,"I'm Bill, this is Susan, and Ted. Ear, nose, throat. Who do ya need?"
Joe_List,This guy's a fake ass fucking retard doctor. It's pronounced t-ah-n-i-tus.
Joe_List,"This gentlemen is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word."
Joe_List,"If you have it, don't go to the doctor, they don't do shit."
Joe_List,"My hearing is great. I hear everything, plus ringing, so. I kind of have superpower hearing, if you think about it. I'm hearing shit that's not even in the room."
Sam_Morril_2,Wouldn't kill you to carry a pack
Sam_Morril_2,Marlboro: Just in Case
Sam_Morril_2,"That was the baby's name, Chivalry"
Sam_Morril_2,"I thought it was the baby's ghost, but, you know."
Sam_Morril_2,"If I knock you up and you need an abortion, it's on the house. I'll throw my Delta SkyMiles card right on the counter."
Sam_Morril_2,"I'm two to three abortions away from Diamond Medallion status, so…"
Sam_Morril_2,"I think you should get extra SkyMiles points with an abortion, because that's one less crying baby onboard, you know?"
Sam_Morril_2,They dock me Biscoff cookies
Sam_Morril_2,"I want to see what the floats look like. That one looks unfinished. That's what we're going for, so, yeah."
Anthony_Jeselnik_2,I've never talked to a group of people without getting paid a lot of money. How should I handle this?
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the 'N' word."
Anthony_Jeselnik_2,"""I promise you… until you've heard your grandfather gasp at his own wife's funeral… …at a Methodist Church in Vicksburg, Mississippi… you are not a real comedian."
Anthony_Jeselnik_2,I am a real comedian. I am a pure comedian. I think I'm one of the best comedians of all time.
Anthony_Jeselnik_3,My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.
Anthony_Jeselnik_3,"First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something. Because the next time I got a bad report card in school, I brought it home and I gave it to my mom. Let her take the hit."
Anthony_Jeselnik_3,My dad was a hard-ass. One of those guys who believed that men just learn by doing things. You know? You don't take classes. You don't read the instructions. You just do it and figure it out.
Anthony_Jeselnik_3,"Like, when I was a kid, I never got to take swimming lessons. No, my dad would pick me up and throw me in the water to teach himself CPR."
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. 'Cause she knows that she's got a century more to go."
Ali_Wong_2,"And she is so lonely. All of her white friends, dead. Her Mexican friends, dead. Black friends, dead. I'm just kidding. She doesn't have any black friends."""
Ali_Wong_2,"I'm not trying to be one of those old Chinese ladies who recycles for a living. That's not my destiny, OK?"
Ali_Wong_2,"""Old Chinese ladies, they don't give a fuck. They got no shame. They're like, 'I'm just gonna recycle… go bald… go to the park, do this shit."
Ali_Wong_2,"They do it in their– their big-ass V. Stiviano visor, their Darth Vader-Tomb Raider- Boba Fett helmet."
Ali_Wong_2,"They wear that to protect themselves from their arch-nemesis, the sun. They're in a contest to see who's gonna burn out first."
Ali_Wong_2,Old Asian ladies and the sun are like the Tupac and Biggie of longevity.
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.
Ali_Wong_3,You feel like you're in a Wes Anderson movie or something.
Ali_Wong_3,"Nothing makes me feel more powerful than when a white dude eats my pussy. Oh, my God. I just feel like I'm absorbing all of that privilege and all of that entitlement..."
Ali_Wong_3,"I could just crush your head at any moment, white man! I could just kill you right now! Colonize the colonizer!"
Chelsea_Peretti_2,"If you really want to piss off a really hot girl, like a model-hot girl... Go onto her comments and just be like, 'People say I look just like you.' She'll be like, 'No!'"""
Chelsea_Peretti_2,"""She was like, 'It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole.'"""
Chelsea_Peretti_2,"""[Surfer voice] 'She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.'"""
Chelsea_Peretti_2,"""He's like, 'Whoa, whoa, whoa!' That's him slipping on her butt sweat. 'Whoa, whoa, whoa!' He's like, 'I'm so drawn to you, but I can't get near you! This is a whole new kind of juicy booty.'"""
Chelsea_Peretti_2,"""Why just 'cause you go onto the ocean on a thingy… do you have a dialect? Why just 'cause you have an athletic skill set, do you laugh like… [constricted laughter]"""
Chelsea_Peretti_3,"""My friend did this recently, and I saw his phone, and I was like… [gasps] I was filled with adrenaline. It's what I imagine hunting and gathering felt like."""
Chelsea_Peretti_3,"""I went onto his phone. I was just like… went onto Twitter. I'm like, ""My dick hurts."" Then I was just like… [humming triumphant tune] I went onto Facebook. I was like, ""My dick hurts."" 'Cause I wanted it to be cross-platform, you know?"""
Chelsea_Peretti_3,"""E equals… I'm not sure yet."" And then the first comment would have been like, ""What's up, Jew-fro?! You Jew-ass bitch! Jew, Jew, Jew, bitch, Jew, bitch, Jew."""
Chelsea_Peretti_3,"""Einstein would have just been like, ""Oh, I'm not gonna do science anymore. It's too hurtful."" Just pack up his little beakers and hit the road. Maybe get a job at Kiehl's."""
Donald_Glover,"He wasn't crying. Just tears, he was giving me this mean mug, he was like… I was like, what the fuck is wrong with this kid?"
Donald_Glover,"""The sweetest thing he was allowed was mints. So he would steal mints by the handful. So his breath was so fresh… the vapors from his own mouth made his eyes water."""
Donald_Glover,"""All the babysitters in New York for some reason are Trinidadian. They're all Trinidadian babysitters. And I would take him to the park and I was the only boy there, you know, I was hanging out. You know, we'd trade jerk-chicken recipes and stuff."""
Donald_Glover,"Kid: ""Shut up."" Babysitter: ""Don't you talk to me like that, I am a grown-up, you will respect me."" Kid: ""Suck my d!ck!"" Babysitter: ""Someone betta get this little niglet away from me."""
Donald_Glover_2,"""If anybody ever tries to rape me, I'm just gonna shit on 'em."""
Donald_Glover_2,"""You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah!"""
Donald_Glover_2,"""You got more superpowers than Shaft if you can poop whenever you want."""
Donald_Glover_2,"""Me and my butt are, like, always on the third date, I feel like. I feel like, me, I'm always like, come on, let's… hurry up, let's do this. And my butt's always like, stop rushing me, when the time is right. I'm not in love yet."" "
Hasan_Minhaj_2,"""I know, getting into Stanford."""
Hasan_Minhaj_2,"""All 30 of us? We're all going to prom? AP Calc? Us? Me, Jehovah's Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?"""
Hasan_Minhaj_2,"""It's March Madness for nerds."""
Hasan_Minhaj_3,"""You could wake up any immigrant father from a 12-hour nap, and they'd say… [angry yawn] 'Why do I have to pay taxes?'"""
Hasan_Minhaj_3,"On his dad's reaction to grocery shopping: ""Ah, yogurt."" Or milk. Just like, ""Ah."" With the comedic observation: ""I'd look at him and be like, 'Oh, man. Dad hates yogurt.' ... 'He hates milk.'"""
Hasan_Minhaj_3,"On childhood energy: ""I'm going to live forever!"" followed by immediately tripping on Velcro shoes and dropping a soda"
Hasan_Minhaj_3,"The darkly comedic description of immigrant parenting: ""Immigrants slap your face and bruise your soul. It's Guantanamo of the mind."""
Hasan_Minhaj_3,"Satirical dig at liberal sensibilities: ""And I know some of you guys are like, 'Hey, this is Davis, okay? I listen to NPR. Ira Glass says children are our future.'"""
Iliza_Shlesinger,"""I happen to think the very beginning of a new relationship is the most exciting part of the relationship. Granted, I'm not married yet, so, technically, I've only had beginnings of relationships."""
Iliza_Shlesinger,"""You're not totally sure about the history of mental illness in each family. It's fun."""
Iliza_Shlesinger,"""In your 20s... you want him to come in and be, like, 'It's so homey. I'd like to stay forever.'"""
Iliza_Shlesinger,"""In your 30s... homeboy knocks on the door, you open it, you're in combat boots, nothing else, and a garbage can on fire, you're, like, 'Welcome to Fuckdome, Scott.'"""
Iliza_Shlesinger,"""Should I buy a rug or eat dinner? I don't know. It's so hard."""
Iliza_Shlesinger_2,"""You don't want to wear your daytime clothes, 'cause… 'cause it's nighttime."""
Iliza_Shlesinger_2,"""You don't want to wear nipple tassels."""
Iliza_Shlesinger_2,"""The blood's gonna go from here to his dick, he's gonna impale himself, he's gonna sue you, and you ain't got no money."""
Iliza_Shlesinger_2,"""Your boyfriend's like, 'Aw, babe. You want to talk about it?' You're, like, 'Yeah.' He's, like, 'Just kidding. Psych.'"""
Iliza_Shlesinger_3,"""We scan you, like Predator. Every atom, every molecule of your DNA, we go through it like… 'Scanning for physical abnormalities.'"""
Iliza_Shlesinger_3,"""Is he balding? Is that a goatee? Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?"""
Iliza_Shlesinger_3,"""We aren't looking to see if you're the hottest guy ever. Nay. We are merely assessing if you're 50% attractive enough that we want to put the effort into putting ourselves in your orbit."""
Iliza_Shlesinger_3,"""Then you, gentlemen, have the luxury of turning around and being, like, 'Oh, excuse me, I couldn't help but notice.' Then we turn around, like… Really? That's it. Just set it up for you to knock it down."""
Jim_Gaffigan,"""All I did was eat abusively for 40 years. And suddenly I'm fat? That doesn't seem fair."""
Jim_Gaffigan,"""When I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'"""
Jim_Gaffigan,"""If I order a salad, the waiter's always like, 'Aw. Look at you try.'"""
Jim_Gaffigan,"""I like to eat! I like to eat. You know, when you like to eat, what's weird is people assume you enjoy cooking."""
Jim_Gaffigan,"""I like to sleep. It doesn't mean I wanna build a bed."""
Jim_Gaffigan,"""When I order delivery, I'm kind of annoyed they don't know what I want already. What, do I have to do everything?"""
Jim_Gaffigan_3,"""Oh my God, I've watched you on Animal Planet. You're so much taller in person. Can we do a selfie?"""
Jim_Gaffigan_3,"""Unlike a celebrity sighting, there was the risk of death. Like, you never hear, we're in restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens."""
Jim_Gaffigan_3,"""That guy looks like Phillip Seymour Hoffman."""
Jim_Gaffigan_3,"""Do you have anything stronger? Like a bear gun? 'Cause I don't think this bear's approaching to get his hair done."""
Jim_Gaffigan_2,"""All I did was eat abusively for 40 years. And suddenly I'm fat? That doesn't seem fair."""
Jim_Gaffigan_2,"""When I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'"""
Jim_Gaffigan_2,"""If I order a salad, the waiter's always like, 'Aw. Look at you try.'"""
Jim_Gaffigan_2,"""I like to eat. You know, when you like to eat, what's weird is people assume you enjoy cooking."""
Jim_Gaffigan_2,"""I like to sleep. It doesn't mean I wanna build a bed."""
Jim_Gaffigan_2,"""When I order delivery, I'm kind of annoyed they don't know what I want already. What, do I have to do everything?"""
Joe_List_2,"On plane seating hierarchy: ""Back there. It doesn't matter where are on the plane. You feel better than everybody behind you, don't you?"""
Joe_List_2,"On loud yawning: ""Am I a psycho or is that annoying? The whole flight he's like. [yawns] For like five hours. I wanted him to die, I swear to God."""
Joe_List_2,"On yawning as attention-seeking: ""People who yawn out loud, they want attention. That's why they're doing it. They want you to be like, 'Oh, my God, are you tired?' And they're like, I am, here's my entire life story of how I came to be tired. Don't fall for it, it's a trap."""
Joe_List_2,"On deliberately not asking follow-up questions: ""Isn't it fun to not ask somebody a question when they really want you to ask them a question? You ever do that when someone was like, 'I had a wild night last night.' and then you're like, 'Neat.' And then you just walked away."""
Joe_List_2,"On the airport music: ""They were playing 'Welcome To The Jungle' by Guns N' Roses at the airport... I'm walking to the terminal. I just hear like. Du du du du du du du, aah! I'm like hey, can we cool it down a little bit? It's 7:30 AM. I'm eating a muffin, looking for an outlet. I don't think we need to rock this hard."""
Joe_List_2,"The closing punchline about airport music: ""It's a little unnerving to be boarding a flight and hear, 'You're gonna die!'"""
Joe_List_3,"""Mental and dental"" - A clever wordplay on mental health and dental care"
Joe_List_3,"""Whatever you're dealing with, it's because of your family. Look no further, than your own family. That's all therapy is, you complain about your problems, then he says, 'It's your family.' And then you're like, 'Still, great.' Then you give him your money, and then you leave."""
Joe_List_3,"""I spent 11 seconds with my family, and I was like, 'He nailed it. These are the worst people I've ever met in my life. I don't know how I didn't see this earlier.'"""
Joe_List_3,"On Aunt Betty's fear: ""My biggest fear, is that when I go to the bathroom, they'll be a man, hiding behind the shower curtain waiting to get me."""
Joe_List_3,"His response to her fear: ""Well, that's my biggest fear now, also."""
Joe_List_3,"Birthday wish: ""How 'bout a urinal, in my bedroom, and, maybe a firearm, and a new babysitter. The big three."""
Joe_List_3,"The comedic dialogue about bodily functions and fear: Brain: ""I'm terrified."" Bladder: ""We'll go ahead and piss then."" Brain: ""That didn't help at all."" Bladder: ""That's all we know how to do. We just wanted to let you know we were helping."" Bladder: ""That's all we know how to do. We just wanted to let you know we were helping."""
Joe_List_3,"Punchline about Aunt Betty: ""She had the wrong worst fear."""
John_Mulaney_2,"""The Bruno Mars of assemblies"" - A clever comparison poking fun at the Stranger Danger assembly."
John_Mulaney_2,"""You are gathered together as a school and you are told never to talk to an adult that you don't know and you are told this by an adult that you don't know."" - A witty observation about the irony of the Stranger Danger message."
John_Mulaney_2,"""His name is ridiculous. That was his name. It was JJ Bittenbinder."" - Emphasizing the comedically absurd name of the speaker."
John_Mulaney_2,"""He's still got blood on his shoes. And he's looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive. And they may just have to kill you over it."" - A darkly humorous description of the traumatizing Stranger Danger presentation."
John_Mulaney_2,"""He looked like he should be the conductor on a locomotive powered by confetti. But, instead, he made his living in murder."" - A hilarious contrast between Bittenbinder's appearance and his profession."
John_Mulaney_2,"""He was the weirdest goddamn person I ever saw in my entire life. He was a man most acquainted with misery. He could look at a child and guess the price of their coffin."" - A darkly comedic final description that captures the absurdity and grimness of the character."
John_Mulaney_3,"""I was afraid that the Best Buy guy was going to be mad at me, so I bought an HDMI cable."""
John_Mulaney_3,"""No, I wish!"""
John_Mulaney_3,"""Jesus Christ!"
John_Mulaney_3,"""She's just stood there, Blair Witch style."""
John_Mulaney_3,"The entire bit about wanting a Best Buy Rewards card, with the underlying joke being his wife's frustration and his passive-aggressive desire for the card, culminating in the imagined argument: ""You'll see! One day I'm going to leave you and I'm going to get that Best Buy Rewards card."""
Jimmy_Yang_2,"""First of all, old Asian people, they don't watch TV. They judge the TV."""
Jimmy_Yang_2,"Describing his dad's outfit: ""He's wearing his, like, old Asian man costume, which is just a wife beater and tighty-whiteys."""
Jimmy_Yang_2,"On his dad's dramatic sneezing: ""Whenever he sneezes, it's never just a sneeze. It's like a whole tsunami of sound waves that comes after. It's just like, achoo! Oh! Ay, shit. Oh!"""
Jimmy_Yang_2,"The punchline about the sneeze reaction: ""I'm like, what the fuck, Dad, just have an orgasm?"""
Jimmy_Yang_2,"The comedic misunderstanding at the end: ""He doesn't understand what I'm saying half the time. He's like, oh, there's an orgasm. OK, the orga– orgasm."""
Jimmy_Yang_3,"""What do you want, a fortune cookie?"""
Jimmy_Yang_3,"""She acted like she just unlocked a new character on Street Fighter or some shit."""
Jimmy_Yang_3,"""You understand you just insulted my entire race of people? But thank you. First of all, thank you for thinking that I did have a small penis, and we still had sex. You're the real MVP. You get two fortune cookies tonight, miss."""
Jimmy_Yang_3,"""Everybody should have average dick until proven guilty. I don't care how tall you are, what ethnicity you are, how big your hands are. Everybody should start at average dick, 8 inches. And we go from there."""
Louis_CK,"""I don't think so."" - The friend's incredulous response when told Jesus was Jewish, setting up the comedic tension."
Louis_CK,"""Dude, Jesus couldn't be Jewish. Think about it."" - The friend's absurd denial, which becomes the main source of comedy."
Louis_CK,"""What, was he Presbyterian? What was he? Catholic? Okay, Jesus was Catholic and he had a gold chain with a cross."" - The comedian's satirical reimagining of Jesus's religious identity, mocking his friend's lack of historical understanding."
Louis_CK,"""When they nailed him up, he was like, 'Oh, that's why we have those!' 'That finally makes sense. I didn't even know. Oh, fuck, that's me! I'm the little guy on it!'"" - The punchline that uses dark humor and absurdist perspective to mock religious imagery."
Louis_CK_2,"""Dogs are so dumb, it's fucking tragic."""
Louis_CK_2,"""You ever been having, like, a dramatic moment in your family, like, you're in the living room telling the kids that grandma died, and everybody's crying, and the dog's sitting there like…'I know you! Ha!'"""
Louis_CK_2,"""They're so stupid! Incredibly stupid animals. They don't even know their own lives, they can't even handle their own lives mentally."""
Louis_CK_2,"The bit about throwing a ball and the dog's confused reaction: ""You ever throw a ball for your dog and your dog gets the ball and brings it, and then you throw the ball again, and the dog brings it. And then one of the times you throw the ball, the dog looks at you like, 'I didn't see what happened. I'm sorry, I… I don't know anything now. Please help.'"""
Louis_CK_2,"The punchline about the dog not understanding pointing: ""And the dog just looks at your finger 'cause there's just no way he's gonna get this concept that there's an invisible line… …that he can follow with his imagination."""
Louis_CK_3,"Dog Purchase Joke: ""No, she's very expensive. Please don't touch her."""
Louis_CK_3,"Rescue Dog Quip: ""I did rescue a dog last year, and it bit everyone in my life, so I un-rescued it, and I bought a dog that works."""
Louis_CK_3,"New York Dog Culture Satire: ""In New York, everybody rescues their dogs, like, 'I rescued this dog. I rescued her. She has no eyes and she's dead.'"""
Louis_CK_3,"Provocative New York vs. Auschwitz Joke: ""I'd rather be in Auschwitz than in New York City. Honestly, I would. I mean — I mean Auschwitz now. I mean, today Auschwitz. Not back when it was open. I mean, now — it's nice now. There's a gift shop."""
Louis_CK_3,"Dark Holocaust Humor: ""If they only killed, like, 10,000, would it be like, 'Okay, two more times, and then taper off because it's a little much.'"""
Nate_Bargatze,"""I mean, my middle name is Lee, and it just never crossed my mind."""
Nate_Bargatze,"""I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don't like… It feels weird. And then, you could be like, 'Is your house on fire?' I've never seen someone cry this much. It's over nothing."""
Nate_Bargatze,"""She wants to be a YouTuber, which, as a comedian, makes me furious."""
Nate_Bargatze,"""She just sits there going, 'Hey, guys, what's going on?' 'Click the links below, subscribe, leave a comment.' None of this is anywhere but my phone. I got 90 hours of this. Me and her mom are the only subscribers."""
Nate_Bargatze,"""She watches just a kid that's like, 'Hey, you don't have this toy, I do.' 'You want to see me open it?' It's got five billion views. It looks like we buy her nothing, like, we just show her. 'If you wanna watch a kid have fun, but you'll never have fun in this house!'"""
Nate_Bargatze_TK,"""I thought everybody's dad was a clown."""
Nate_Bargatze_TK,"""How else would he come home?"""
Nate_Bargatze_TK,"""The Easter Bunny was in the passenger seat."""
Nate_Bargatze_TK,"""The Easter Bunny head didn't fit in the car. Like, he couldn't sit normal, so his head was bent to the side."""
Nate_Bargatze_TK,"""I like to think about all the other people that saw that. Just in the car next to them, just at a red light, you're like, 'I didn't even know they hung out like that.'"""
Nate_Bargatze_TK_2,"""Tuesday's getting married, rehearsal's Friday, wedding's Saturday."" People were like, ""We gotta be there Monday for this wedding? How long is this wedding? It's a week?"""
Nate_Bargatze_TK_2,"""I'm wearing a button-down shirt, khaki pants. Nothing crazy. I'm wildly overdressed. I look like I work there."""
Nate_Bargatze_TK_2,"""My uncle, his daughter's getting married. He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt. They forgot his shirt, and instead of waiting to go get it, he was like, 'Let's do it without it.'"""
Nate_Bargatze_TK_2,"""He doesn't have a body that's like, 'That's cool, man.' You know? He has a body that you're like, 'Put your jacket on backwards. Flip it around.'"""
Nate_Bargatze_TK_2,"""Then you see his back, and you're like, 'Oof. All right, go back to regular way. Yeah, that's my fault. I didn't… How's your back worse than your front?'"""
Nate_Bargatze_2,"""First and second grade was awesome. Third grade, you're like, 'Okay.' They throw some stuff in, you're like, 'Oh, all right. All right.'"""
Nate_Bargatze_2,"""She brought home Common Core math. That's fun. It's a new math they invented, no heads up. Just give it to parents that never learned it."""
Nate_Bargatze_2,"""You gotta watch a 40-minute YouTube video on Common Core math. I don't even understand it."""
Nate_Bargatze_2,"""The goal of Common Core is to use one sheet of paper for every problem. You just want to keep breaking the problem down."""
Nate_Bargatze_2,"""As you break it down, old math gets in there and you're like, 'Oh! Just do that at the top. I don't even know what we're doing.'"""
Nate_Bargatze_2,"The extended metaphor punchline: ""It's like if you knocked on my front door and I opened it, and you say, 'Can I come in?' And I was like, 'Do you mind coming in through the back door?' 'Does the front door not work?' 'No, it works. I use it, a lot of people still use it, but the new way is to go jump the fence and come in the back and meet me at this same spot.'"""
Nate_Bargatze_3,"""Guys are drinking beers in the church. Like, that's something I've never heard, a pastor be like, 'Guys, can we not drink alcohol in the church?' They're like, 'Oh, I didn't know this was the nice part of town. All right.'"""
Nate_Bargatze_3,"""The horse was the oldest horse I've ever seen. I thought it was a donkey. I thought they got a deal on a donkey. And the guy was like, 'This horse was in the Kentucky Derby.' You're like, 'The first one that they did? Is that Secretariat's father? How old is this horse, man?'"""
Nate_Bargatze_3,"""They took a horse and buggy. [...] They went up a driveway and back down the next driveway. They're sweating, almost divorced by the time they get there."""
Nate_Bargatze_3,"""The reception, like I said, it's in her backyard. They put plywood on the grass, side-by-side, to make a dance floor. We danced just to a radio station on a boombox. Just, like, 104.5. You would have to stop for dancing for weather and traffic updates."""
Nate_Bargatze_TK_3,"""I thought you felt it out, you know, and just go, 'That feels right,' and that's what you do."""
Nate_Bargatze_TK_3,"""If I feel a comma's coming, I try to get out of that sentence so bad."""
Nate_Bargatze_TK_3,"""My comma button has been sticking on my phone."""
Nate_Bargatze_TK_3,"""I almost didn't graduate high school. I had an F in science. I was taking a class called 'Science' my senior year in high school."""
Nate_Bargatze_TK_3,"""My dad went and talked to the teacher and said, 'Look, just give him a D.' 'He's not gonna do science stuff.' And the teacher agreed to it. She was that confident I wouldn't touch the science world."""
Nate_Bargatze_TK_3,"""I got a 17 on [the ACT]. And if you don't know ACTs, 18 is like, 'That's not good, man, but you made it.' Seventeen, they're like, 'I don't even… Are you enrolled in this school?' 'Like, what are you doing?'"""
Russell_Peters,"""Look, you're a 48-year-old Indian man. I'm like, that's really fucking racist, but since you asked, I have acid reflux."""
Russell_Peters,"""There is no way you can be Indian and not have fucking acid reflux. It's inevitable."""
Russell_Peters,"""As my dad would say– your esophagus. What? Son, it's burning your esophagus. Dad, I want to assure you I have no phagus in me. No, no, son, esophagus. I don't care whose phagus you think this is."""
Russell_Peters,"""You know exactly who has it, do you, yellow guy? He's like, I know, I have it, but I don't want to say because my shirt looks like turmeric."""
Russell_Peters_2,"""If I have twin girls, these are going to be my daughters, it's going to be Kate and Duplicate."""
Russell_Peters_2,"""If these are my boys, it's going to be Pete and Repeat."""
Russell_Peters_2,"""If I had twins with a black girl, this is Tyrone and Tyclone."""
Russell_Peters_2,"""Identical twins, that's like bragging rights for you, you know I mean. That's your way of going, look. Look at how good my balls are."""
Russell_Peters_2,"""You lift up your balls, sponsored by Xerox."""
Russell_Peters_2,"""I call the left one copy and the right one paste."""
Russell_Peters_3,"""And I didn't realize how Mexican she was until they broke her water and candy fell out of her."""
Russell_Peters_3,"""He's going to be able to engineer the wall. And hop it. He's going to steal your laptop and fix it."""
Russell_Peters_3,"""When my son starts walking, we're going to be walking the same way."" (Referring to being the same age and walking similarly)"
Russell_Peters_3,"""How many motherfuckers are in there right now?"" (About his girlfriend's early pregnancy showing)"
Russell_Peters_3,"""I took her straight to the doctor. I need to know many heartbeats you hear, doctor. How many heartbeats do you hear?"""
Sam_Morill,"""No one at the party was like I'm gonna roofie that hairy boy over there. Let me a passed-out werewolf tonight."""
Sam_Morill,"""That is male privilege right there, isn't it? I just told a room full of people I got roofied. I did not see one concerned face in here."""
Sam_Morill,"""I prefer to think of myself as an accidental hero. I have a negative-one rapes, so, you know."""
